EventId,TeamId,MatchId,PlayerId,GameTime,X,Y,X_rec,Y_rec,Evaluation,IsCross,IsCorner,InGameSection,NumDefInBox,NumAttInBox,ScoreHome,ScoreGuest,MatchStateForTeam,AnyRedBeforeCross,RedForOwnTeam,RedForOppTeam,ShotEventId,ShotPlayerId,ShotGameTime,ShotTimeSec,ShotX,ShotY,ShotxG,ShotResult,ShotInGameSection,ShotNumDefInBox,ShotNumAttInBox
18697700000764,DFL-CLU-000004,DFL-MAT-J0409T,DFL-OBJ-0027RM,046:41:00,50.8,24.78,47.29,0.16,unsuccessful,True,False,firstHalf,7.0,6.0,1,0,winning,False,False,False,18697700000768,DFL-OBJ-0028QK,046:47:19,2807.19,41.26,1.75,0.0772,blockedShot,firstHalf,10.0,7.0
18697700000917,DFL-CLU-000004,DFL-MAT-J0409T,DFL-OBJ-J01D4G,053:29:19,-35.01,28.57,-43.68,6.25,successfullyCompleted,True,False,secondHalf,6.0,3.0,1,0,winning,False,False,False,18697700000918,DFL-OBJ-00264N,053:30:23,3210.23,-44.02,6.27,0.1645,otherShot,secondHalf,7.0,5.0
18697700000938,DFL-CLU-000004,DFL-MAT-J0409T,DFL-OBJ-0027RM,055:03:80,-38.07,26.79,-42.04,-6.05,successfullyCompleted,True,False,secondHalf,9.0,6.0,1,0,winning,False,False,False,18697700000939,DFL-OBJ-J01H9V,055:05:55,3305.55,-41.65,-5.76,0.0922,savedShot,secondHalf,11.0,6.0
18697700001118,DFL-CLU-000017,DFL-MAT-J0409T,DFL-OBJ-J01K71,066:26:00,39.74,21.68,44.27,-6.29,successfullyCompleted,True,False,secondHalf,10.0,6.0,1,0,losing,False,False,False,18697700001119,DFL-OBJ-0000HO,066:27:76,3987.76,44.12,-6.44,0.0674,shotWide,secondHalf,11.0,6.0
18697700001405,DFL-CLU-000017,DFL-MAT-J0409T,DFL-OBJ-J01U0S,084:22:11,39.39,-25.1,46.38,-1.12,successfullyCompleted,True,False,secondHalf,6.0,5.0,1,0,losing,False,False,False,18697700001407,DFL-OBJ-0000HO,084:24:07,5064.07,46.46,-1.07,0.1681,shotWide,secondHalf,8.0,6.0
18697800000145,DFL-CLU-00000E,DFL-MAT-J0409U,DFL-OBJ-002FX2,006:53:87,40.55,21.18,46.21,-1.21,successfullyCompleted,True,False,firstHalf,8.0,4.0,0,0,drawing,False,False,False,18697800000146,DFL-OBJ-J01C07,006:55:72,415.72,46.2,-0.88,0.1043,shotWide,firstHalf,9.0,4.0
18697800000538,DFL-CLU-00000E,DFL-MAT-J0409U,DFL-OBJ-002FX2,034:03:40,29.39,-21.28,39.52,0.9,successfullyCompleted,True,False,firstHalf,4.0,3.0,0,1,winning,False,False,False,18697800000540,DFL-OBJ-0027FW,034:04:68,2044.68,39.52,0.9,0.0511,blockedShot,firstHalf,6.0,4.0
18697800000616,DFL-CLU-000N5P,DFL-MAT-J0409U,DFL-OBJ-002G7T,038:59:88,-37.91,29.44,-45.33,4.55,unsuccessful,True,False,firstHalf,3.0,2.0,0,1,losing,False,False,False,18697800000619,DFL-OBJ-J01ZW3,039:06:76,2346.76,-35.61,7.65,0.0801,blockedShot,firstHalf,7.0,3.0
18697800000968,DFL-CLU-00000E,DFL-MAT-J0409U,DFL-OBJ-0001CE,058:25:03,-44.8,29.59,-45.57,6.25,unsuccessful,True,False,secondHalf,6.0,3.0,0,1,winning,False,False,False,18697800000970,DFL-OBJ-002FZO,058:30:55,3510.55,-31.5,-12.04,0.023,successfulShot,secondHalf,8.0,4.0
18697800001427,DFL-CLU-000N5P,DFL-MAT-J0409U,DFL-OBJ-0028B3,087:35:71,30.65,-20.73,42.76,-6.91,successfullyCompleted,True,False,secondHalf,4.0,3.0,0,2,losing,False,False,False,18697800001429,DFL-OBJ-J01QVA,087:37:44,5257.44,47.93,7.58,0.2627,shotWide,secondHalf,7.0,4.0
18697800001499,DFL-CLU-00000E,DFL-MAT-J0409U,DFL-OBJ-0000YO,092:42:60,-35.26,21.75,-46.29,-6.94,successfullyCompleted,True,False,secondHalf,2.0,1.0,0,2,winning,False,False,False,18697800001500,DFL-OBJ-J020YN,092:44:63,5564.63,-46.91,-7.09,0.3397,successfulShot,secondHalf,5.0,5.0
18697000000856,DFL-CLU-00000B,DFL-MAT-J0409M,DFL-OBJ-0028OO,045:37:92,45.61,-20.0,,,unsuccessful,True,False,firstHalf,8.0,5.0,1,1,drawing,False,False,False,18697000000882,DFL-OBJ-J01TL9,045:44:32,2744.32,-44.88,-14.51,0.0349,savedShot,secondHalf,7.0,4.0
18697000001063,DFL-CLU-00000B,DFL-MAT-J0409M,DFL-OBJ-J01860,054:18:63,-52.0,-25.7,-47.03,-0.22,unsuccessful,True,False,secondHalf,5.0,2.0,1,1,drawing,False,False,False,18697000001067,DFL-OBJ-002G8H,054:23:76,3263.76,-34.79,7.98,0.0282,blockedShot,secondHalf,6.0,3.0
18696100000349,DFL-CLU-00000B,DFL-MAT-J0409D,DFL-OBJ-J016J2,020:32:31,-35.2,-30.61,-41.03,-4.45,successfullyCompleted,True,False,firstHalf,0.0,0.0,1,0,losing,False,False,False,18696100000350,DFL-OBJ-002G6U,020:33:83,1233.83,-41.68,-4.65,0.218,shotWide,firstHalf,2.0,1.0
18696100001348,DFL-CLU-00000B,DFL-MAT-J0409D,DFL-OBJ-002GOI,093:12:00,41.48,-25.15,46.3,-4.24,successfullyCompleted,True,False,secondHalf,5.0,4.0,3,2,losing,False,False,False,18696100001349,DFL-OBJ-002G6U,093:12:96,5592.96,46.7,-4.75,0.2647,successfulShot,secondHalf,7.0,5.0
18696300000154,DFL-CLU-000N5P,DFL-MAT-J0409F,DFL-OBJ-0026HX,009:30:08,39.54,24.12,50.35,-9.7,successfullyCompleted,True,False,firstHalf,4.0,4.0,0,0,drawing,False,False,False,18696300000156,DFL-OBJ-J01QVA,009:33:55,573.55,43.32,-2.93,0.2289,blockedShot,firstHalf,8.0,3.0
18696300000820,DFL-CLU-000N5P,DFL-MAT-J0409F,DFL-OBJ-0026HX,050:57:80,-26.9,28.37,-40.77,2.0,successfullyCompleted,True,False,secondHalf,1.0,1.0,2,0,losing,False,False,False,18696300000821,DFL-OBJ-J01I6O,050:59:19,3059.19,-41.06,2.6,0.0709,shotWide,secondHalf,7.0,3.0
18696300001185,DFL-CLU-000018,DFL-MAT-J0409F,DFL-OBJ-J01AZQ,074:18:84,43.16,-19.51,47.01,-5.22,successfullyCompleted,True,False,secondHalf,6.0,4.0,2,0,winning,False,False,False,18696300001186,DFL-OBJ-0028T0,074:19:47,4459.47,47.01,-5.22,0.2087,shotWide,secondHalf,7.0,4.0
18696300001280,DFL-CLU-000N5P,DFL-MAT-J0409F,DFL-OBJ-002G7T,081:31:84,-44.79,34.55,-44.26,11.59,successfullyCompleted,True,False,secondHalf,8.0,6.0,2,0,losing,False,False,False,18696300001283,DFL-OBJ-J01IZ9,081:35:07,4895.07,-44.41,2.13,0.1007,blockedShot,secondHalf,9.0,6.0
18696800000403,DFL-CLU-00000F,DFL-MAT-J0409K,DFL-OBJ-00000H,023:52:72,-42.64,29.92,-42.85,-5.69,successfullyCompleted,True,False,firstHalf,7.0,5.0,0,0,drawing,False,False,False,18696800000405,DFL-OBJ-0025W7,023:54:79,1434.79,-42.36,-5.78,0.1127,otherShot,firstHalf,10.0,5.0
18696800000150,DFL-CLU-00000S,DFL-MAT-J0409K,DFL-OBJ-0002IF,008:37:00,40.94,25.81,45.71,-4.19,successfullyCompleted,True,False,firstHalf,5.0,4.0,0,0,drawing,False,False,False,18696800000151,DFL-OBJ-J014F7,008:38:75,518.75,45.9,-4.08,0.3642,shotWide,firstHalf,9.0,4.0
18696800000185,DFL-CLU-00000S,DFL-MAT-J0409K,DFL-OBJ-J01742,010:47:12,35.76,-33.98,43.11,-9.62,successfullyCompleted,True,False,firstHalf,7.0,5.0,0,0,drawing,False,False,False,18696800000188,DFL-OBJ-J01C5L,010:50:12,650.12,44.48,-3.41,0.0692,savedShot,firstHalf,10.0,6.0
18696800001129,DFL-CLU-00000S,DFL-MAT-J0409K,DFL-OBJ-002FUC,064:33:19,-30.7,21.49,-43.15,2.44,successfullyCompleted,True,False,secondHalf,3.0,1.0,0,0,drawing,False,False,False,18696800001130,DFL-OBJ-0000YV,064:34:59,3874.59,-43.47,2.46,0.1142,savedShot,secondHalf,6.0,6.0
18696200000519,DFL-CLU-000017,DFL-MAT-J0409E,DFL-OBJ-0027IT,027:45:75,-37.12,-22.84,-45.98,2.53,successfullyCompleted,True,False,firstHalf,5.0,2.0,1,0,winning,False,False,False,18696200000527,DFL-OBJ-0028CM,027:51:96,1671.96,-42.76,7.77,0.1222,savedShot,firstHalf,7.0,6.0
18696200000665,DFL-CLU-000017,DFL-MAT-J0409E,DFL-OBJ-0027IT,037:56:67,-47.96,-26.8,-45.08,-1.72,successfullyCompleted,True,False,firstHalf,9.0,6.0,1,0,winning,False,False,False,18696200000667,DFL-OBJ-J01K70,037:58:11,2278.11,-45.29,-1.85,0.1192,shotWide,firstHalf,11.0,6.0
18696200000715,DFL-CLU-000017,DFL-MAT-J0409E,DFL-OBJ-0028CM,041:18:80,-40.03,24.06,-45.34,2.38,unsuccessful,True,False,firstHalf,4.0,2.0,1,0,winning,False,False,False,18696200000717,DFL-OBJ-J01K71,041:20:48,2480.48,-41.34,6.95,0.0418,savedShot,firstHalf,8.0,5.0
18696200000824,DFL-CLU-000007,DFL-MAT-J0409E,DFL-OBJ-J01E9X,045:45:67,-34.3,-26.0,-45.53,-3.86,successfullyCompleted,True,False,secondHalf,4.0,1.0,1,0,losing,False,False,False,18696200000826,DFL-OBJ-00278S,045:47:15,2747.15,-46.07,-3.85,0.0661,shotWide,secondHalf,6.0,3.0
18696200000884,DFL-CLU-000007,DFL-MAT-J0409E,DFL-OBJ-0028RM,049:44:80,-38.15,28.56,-45.19,-0.79,successfullyCompleted,True,False,secondHalf,5.0,3.0,2,0,losing,False,False,False,18696200000886,DFL-OBJ-002G7P,049:46:40,2986.4,-45.29,-0.77,0.0915,shotWoodWork,secondHalf,7.0,5.0
18696200000956,DFL-CLU-000007,DFL-MAT-J0409E,DFL-OBJ-0028RM,053:45:51,-41.2,26.59,-45.82,-4.12,successfullyCompleted,True,False,secondHalf,6.0,3.0,2,0,losing,False,False,False,18696200000960,DFL-OBJ-002G7P,053:48:72,3228.72,-46.16,-0.15,0.1754,savedShot,secondHalf,8.0,4.0
18696200001119,DFL-CLU-000007,DFL-MAT-J0409E,DFL-OBJ-002G7P,063:23:64,-38.79,-23.82,-43.22,-9.29,unsuccessful,True,False,secondHalf,10.0,5.0,2,0,losing,False,False,False,18696200001122,DFL-OBJ-J01E9X,063:30:72,3810.72,-27.11,0.28,0.0207,savedShot,secondHalf,8.0,7.0
18696200001073,DFL-CLU-000007,DFL-MAT-J0409E,DFL-OBJ-0028RM,059:23:76,-42.3,18.4,-41.03,-1.03,successfullyCompleted,True,False,secondHalf,7.0,3.0,0,0,drawing,False,False,False,18696200001078,DFL-OBJ-000280,059:27:00,3567.0,-34.35,-2.06,0.088,shotWide,secondHalf,8.0,4.0
18696400000160,DFL-CLU-000004,DFL-MAT-J0409G,DFL-OBJ-J01Q6K,010:32:39,39.11,-32.67,45.75,6.29,successfullyCompleted,True,False,firstHalf,3.0,3.0,0,1,winning,False,False,False,18696400000162,DFL-OBJ-0001HG,010:35:12,635.12,45.78,6.71,0.0922,shotWide,firstHalf,6.0,3.0
18696400000585,DFL-CLU-00000E,DFL-MAT-J0409G,DFL-OBJ-002FX2,035:40:96,-34.97,-27.17,-44.5,6.35,unsuccessful,True,False,firstHalf,6.0,4.0,0,2,losing,False,False,False,18696400000588,DFL-OBJ-J01QJA,035:45:63,2145.63,-35.31,-7.1,0.0706,blockedShot,firstHalf,8.0,4.0
18696400000641,DFL-CLU-00000E,DFL-MAT-J0409G,DFL-OBJ-J022YJ,039:21:48,-38.85,21.38,-46.11,5.36,successfullyCompleted,True,False,firstHalf,4.0,3.0,1,2,losing,False,False,False,18696400000644,DFL-OBJ-002FZO,039:23:36,2363.36,-50.27,-6.33,0.4081,shotWide,firstHalf,7.0,4.0
18696400001249,DFL-CLU-00000E,DFL-MAT-J0409G,DFL-OBJ-002FZO,074:50:72,34.6,29.03,43.56,0.9,successfullyCompleted,True,False,secondHalf,4.0,4.0,2,3,losing,False,False,False,18696400001250,DFL-OBJ-002GPZ,074:52:39,4492.39,43.58,0.87,0.085,shotWide,secondHalf,6.0,4.0
18696400001482,DFL-CLU-00000E,DFL-MAT-J0409G,DFL-OBJ-J01C07,089:49:80,31.18,-24.32,38.83,17.48,successfullyCompleted,True,False,secondHalf,4.0,2.0,2,4,losing,False,False,False,18696400001484,DFL-OBJ-0001CE,089:56:03,5396.03,43.71,-5.9,0.1089,shotWide,secondHalf,8.0,3.0
18696500000055,DFL-CLU-000003,DFL-MAT-J0409H,DFL-OBJ-J0165W,003:22:80,-47.87,-28.2,-45.85,-9.91,unsuccessful,True,False,firstHalf,9.0,7.0,0,0,drawing,False,False,False,18696500000057,DFL-OBJ-J0159A,003:25:84,205.84,-28.86,-14.56,0.0121,blockedShot,firstHalf,9.0,5.0
18696500000811,DFL-CLU-000010,DFL-MAT-J0409H,DFL-OBJ-0028OD,049:40:76,-44.53,28.27,-44.8,1.6,unsuccessful,True,False,secondHalf,7.0,4.0,0,0,drawing,False,False,False,18696500000813,DFL-OBJ-J01L5I,049:43:76,2983.76,-34.61,17.49,0.0195,shotWide,secondHalf,7.0,4.0
18696500001058,DFL-CLU-000010,DFL-MAT-J0409H,DFL-OBJ-J017TJ,068:56:88,-42.08,-31.79,-49.75,12.57,successfullyCompleted,True,False,secondHalf,9.0,5.0,1,0,winning,False,False,False,18696500001060,DFL-OBJ-0026VB,069:01:39,4141.39,-48.8,-5.03,0.1249,otherShot,secondHalf,10.0,6.0
18696500001246,DFL-CLU-000003,DFL-MAT-J0409H,DFL-OBJ-J0159A,078:10:84,41.36,22.46,45.2,2.44,unsuccessful,True,False,secondHalf,8.0,4.0,1,0,losing,False,False,False,18696500001250,DFL-OBJ-J01EAG,078:17:64,4697.64,35.04,-1.82,0.07,shotWide,secondHalf,10.0,5.0
18696600000092,DFL-CLU-00000A,DFL-MAT-J0409I,DFL-OBJ-002GL1,006:01:51,34.47,-28.31,46.54,1.1,unsuccessful,True,False,firstHalf,5.0,3.0,0,0,drawing,False,False,False,18696600000094,DFL-OBJ-00017V,006:07:16,367.16,38.68,12.81,0.024,otherShot,firstHalf,7.0,3.0
18696600000346,DFL-CLU-00000A,DFL-MAT-J0409I,DFL-OBJ-00017V,021:16:72,38.45,34.24,42.79,0.36,successfullyCompleted,True,False,firstHalf,9.0,6.0,0,0,drawing,False,False,False,18696600000351,DFL-OBJ-002GJN,021:22:35,1282.35,43.85,-5.22,0.1424,blockedShot,firstHalf,9.0,6.0
18696600000547,DFL-CLU-00000A,DFL-MAT-J0409I,DFL-OBJ-002GL1,032:13:68,41.6,-24.0,43.94,0.86,successfullyCompleted,True,False,firstHalf,6.0,6.0,0,0,drawing,False,False,False,18696600000579,DFL-OBJ-0000ZS,032:15:48,1935.48,43.63,0.9,0.1017,blockedShot,firstHalf,9.0,5.0
18696600000560,DFL-CLU-000006,DFL-MAT-J0409I,DFL-OBJ-J01C5K,033:45:55,-45.44,22.79,-47.1,-4.07,successfullyCompleted,True,False,firstHalf,4.0,4.0,0,0,drawing,False,False,False,18696600000561,DFL-OBJ-002FU7,033:46:96,2026.96,-47.79,-3.81,0.9533,successfulShot,firstHalf,6.0,4.0
18696600000651,DFL-CLU-00000A,DFL-MAT-J0409I,DFL-OBJ-0001E6,044:24:67,32.7,-20.5,43.45,-1.03,successfullyCompleted,True,False,firstHalf,8.0,6.0,1,0,losing,True,False,True,18696600000653,DFL-OBJ-002GL1,044:26:11,2666.11,43.21,-1.18,0.0277,shotWide,firstHalf,8.0,6.0
18696600000707,DFL-CLU-00000A,DFL-MAT-J0409I,DFL-OBJ-00017V,048:25:88,45.13,33.33,42.93,2.68,successfullyCompleted,True,False,firstHalf,7.0,4.0,1,0,losing,True,False,True,18696600000709,DFL-OBJ-J01FO8,048:27:67,2907.67,42.7,2.95,0.0693,shotWide,firstHalf,8.0,5.0
18696600000855,DFL-CLU-00000A,DFL-MAT-J0409I,DFL-OBJ-0001E6,053:38:03,-47.22,-19.86,-48.67,7.07,unsuccessful,True,False,secondHalf,9.0,8.0,1,0,losing,True,False,True,18696600000857,DFL-OBJ-0027B9,053:41:27,3221.27,-46.41,11.21,0.0415,blockedShot,secondHalf,10.0,7.0
18696600000914,DFL-CLU-00000A,DFL-MAT-J0409I,DFL-OBJ-00017V,057:33:92,-30.78,-31.17,-43.98,-2.51,successfullyCompleted,True,False,secondHalf,3.0,1.0,1,0,losing,True,False,True,18696600000916,DFL-OBJ-00018O,057:35:51,3455.51,-44.41,-2.6,0.1131,successfulShot,secondHalf,5.0,4.0
18696600000958,DFL-CLU-00000A,DFL-MAT-J0409I,DFL-OBJ-0001E6,061:21:19,-33.91,28.8,-44.46,-3.9,successfullyCompleted,True,False,secondHalf,6.0,4.0,1,1,drawing,True,False,True,18696600000959,DFL-OBJ-0027B9,061:24:19,3684.19,-44.02,-4.0,0.2887,savedShot,secondHalf,7.0,4.0
18696600001003,DFL-CLU-00000A,DFL-MAT-J0409I,DFL-OBJ-002GJN,063:20:07,-35.14,24.97,-42.98,3.26,successfullyCompleted,True,False,secondHalf,7.0,5.0,1,1,drawing,True,False,True,18696600001005,DFL-OBJ-0027B9,063:21:23,3801.23,-43.23,3.8,0.033,savedShot,secondHalf,9.0,5.0
18696600000850,DFL-CLU-00000A,DFL-MAT-J0409I,DFL-OBJ-002GJN,052:51:23,-34.07,23.58,-45.77,-3.0,successfullyCompleted,True,False,secondHalf,5.0,3.0,0,0,drawing,False,False,False,18696600000851,DFL-OBJ-00018O,052:52:96,3172.96,-46.0,-3.18,0.299,savedShot,secondHalf,8.0,4.0
18696700000156,DFL-CLU-00000G,DFL-MAT-J0409J,DFL-OBJ-002GIC,008:14:31,-42.4,25.63,-46.71,-3.62,unsuccessful,True,False,firstHalf,7.0,4.0,0,0,drawing,False,False,False,18696700000161,DFL-OBJ-0027KL,008:21:68,501.68,-26.61,6.01,0.0285,shotWide,firstHalf,5.0,2.0
18696700000260,DFL-CLU-00000V,DFL-MAT-J0409J,DFL-OBJ-J01GSO,014:38:48,36.15,30.36,38.61,3.11,successfullyCompleted,True,False,firstHalf,6.0,5.0,0,0,drawing,False,False,False,18696700000261,DFL-OBJ-0001EA,014:40:08,880.08,38.82,3.14,0.0415,shotWide,firstHalf,7.0,5.0
18696700000461,DFL-CLU-00000G,DFL-MAT-J0409J,DFL-OBJ-002GIC,025:00:40,-37.21,24.1,-41.8,1.73,successfullyCompleted,True,False,firstHalf,7.0,3.0,0,0,drawing,False,False,False,18696700000463,DFL-OBJ-0027G6,025:01:68,1501.68,-41.88,1.9,0.061,otherShot,firstHalf,10.0,4.0
18696700001446,DFL-CLU-00000V,DFL-MAT-J0409J,DFL-OBJ-J01GSO,082:55:11,-46.95,24.85,-50.99,1.4,unsuccessful,True,False,secondHalf,7.0,3.0,0,1,losing,False,False,False,18696700001448,DFL-OBJ-J01DKU,082:58:03,4978.03,-46.24,-2.51,0.5344,successfulShot,secondHalf,9.0,4.0
18696900000111,DFL-CLU-00000H,DFL-MAT-J0409L,DFL-OBJ-J0157X,006:29:48,-27.1,22.9,-42.3,1.9,successfullyCompleted,True,False,firstHalf,4.0,2.0,0,0,drawing,False,False,False,18696900000113,DFL-OBJ-J014L2,006:30:95,390.95,-42.67,1.9,0.0704,savedShot,firstHalf,7.0,4.0
18696900001114,DFL-CLU-000002,DFL-MAT-J0409L,DFL-OBJ-0026TU,070:59:11,-30.33,-18.77,-40.54,-2.47,successfullyCompleted,True,False,secondHalf,5.0,3.0,1,0,losing,False,False,False,18696900001115,DFL-OBJ-J0231Z,071:00:35,4260.35,-40.74,-2.56,0.0675,shotWide,secondHalf,6.0,3.0
18695600000139,DFL-CLU-000002,DFL-MAT-J04098,DFL-OBJ-0026TU,009:19:63,-26.18,20.74,-43.57,-3.72,unsuccessful,True,False,firstHalf,7.0,5.0,0,0,drawing,False,False,False,18695600000143,DFL-OBJ-J01TOE,009:24:15,564.15,-21.06,-4.72,0.013,shotWide,firstHalf,8.0,5.0
18695600000277,DFL-CLU-000018,DFL-MAT-J04098,DFL-OBJ-0002JT,018:25:68,31.0,24.88,48.77,-3.89,unsuccessful,True,False,firstHalf,5.0,4.0,0,0,drawing,False,False,False,18695600000279,DFL-OBJ-J01AZQ,018:30:24,1110.24,35.32,-14.81,0.0244,blockedShot,firstHalf,6.0,5.0
18695600000513,DFL-CLU-000002,DFL-MAT-J04098,DFL-OBJ-J01TOE,033:01:92,-48.04,-34.86,-47.94,-9.95,successfullyCompleted,True,False,firstHalf,9.0,6.0,0,0,drawing,False,False,False,18695600000515,DFL-OBJ-J0117M,033:04:07,1984.07,-48.16,-10.08,0.0445,successfulShot,firstHalf,10.0,6.0
18695600000699,DFL-CLU-000002,DFL-MAT-J04098,DFL-OBJ-J01TOE,043:35:84,-27.66,-25.39,-42.59,9.13,unsuccessful,True,False,firstHalf,0.0,0.0,1,0,winning,False,False,False,18695600000701,DFL-OBJ-002650,043:40:44,2620.44,-33.57,11.62,0.048,otherShot,firstHalf,5.0,3.0
18695600000817,DFL-CLU-000002,DFL-MAT-J04098,DFL-OBJ-0028RP,047:38:44,40.54,26.03,42.74,20.29,unsuccessful,True,False,secondHalf,3.0,2.0,1,0,winning,False,False,False,18695600000822,DFL-OBJ-J01K2F,047:42:96,2862.96,32.28,5.01,0.0496,savedShot,secondHalf,6.0,4.0
18695600000871,DFL-CLU-000018,DFL-MAT-J04098,DFL-OBJ-0027BI,051:46:15,-37.51,27.57,-49.41,-0.75,unsuccessful,True,False,secondHalf,10.0,6.0,1,0,losing,False,False,False,18695600000873,DFL-OBJ-J01AZQ,051:50:92,3110.92,-33.56,-1.32,0.0373,blockedShot,secondHalf,10.0,5.0
18695600001047,DFL-CLU-000018,DFL-MAT-J04098,DFL-OBJ-J01Q2V,064:07:27,-41.28,-26.04,-44.02,-5.73,successfullyCompleted,True,False,secondHalf,4.0,2.0,1,0,losing,False,False,False,18695600001048,DFL-OBJ-0028T0,064:08:07,3848.07,-44.14,-5.9,0.0614,blockedShot,secondHalf,6.0,3.0
18695600001102,DFL-CLU-000018,DFL-MAT-J04098,DFL-OBJ-0028QV,067:47:80,-36.63,-20.77,-42.32,-6.29,successfullyCompleted,True,False,secondHalf,4.0,3.0,1,1,drawing,False,False,False,18695600001103,DFL-OBJ-J01Q2V,067:48:59,4068.59,-42.67,-6.49,0.0096,shotWide,secondHalf,6.0,4.0
18695600001113,DFL-CLU-000002,DFL-MAT-J04098,DFL-OBJ-J01K2F,069:35:31,49.16,-27.61,46.0,3.19,successfullyCompleted,True,False,secondHalf,2.0,3.0,1,1,drawing,False,False,False,18695600001115,DFL-OBJ-0026TU,069:37:19,4177.19,46.16,3.38,0.0858,shotWide,secondHalf,7.0,4.0
18695600001168,DFL-CLU-000018,DFL-MAT-J04098,DFL-OBJ-0028QV,072:23:84,-48.47,-32.43,-45.61,11.4,successfullyCompleted,True,False,secondHalf,8.0,5.0,1,1,drawing,False,False,False,18695600001172,DFL-OBJ-J01AUU,072:29:60,4349.6,-47.94,-9.13,0.168,blockedShot,secondHalf,10.0,6.0
18695600001270,DFL-CLU-000002,DFL-MAT-J04098,DFL-OBJ-002650,079:47:76,41.11,-34.78,42.5,-13.42,successfullyCompleted,True,False,secondHalf,8.0,4.0,1,1,drawing,False,False,False,18695600001276,DFL-OBJ-0001LZ,079:52:84,4792.84,34.53,5.76,0.0441,blockedShot,secondHalf,9.0,3.0
18695500000674,DFL-CLU-00000F,DFL-MAT-J04097,DFL-OBJ-J01DNM,038:27:00,-51.59,-25.95,-46.19,0.12,successfullyCompleted,True,False,firstHalf,5.0,2.0,1,0,winning,False,False,False,18695500000676,DFL-OBJ-0028L8,038:28:92,2308.92,-46.35,0.62,0.0975,blockedShot,firstHalf,7.0,3.0
18695500000782,DFL-CLU-00000V,DFL-MAT-J04097,DFL-OBJ-J01GSO,044:14:07,36.41,34.14,41.81,9.96,successfullyCompleted,True,False,firstHalf,8.0,5.0,1,0,losing,False,False,False,18695500000786,DFL-OBJ-0002DW,044:20:48,2660.48,43.12,-0.88,0.035,shotWide,firstHalf,9.0,5.0
18695500001066,DFL-CLU-00000F,DFL-MAT-J04097,DFL-OBJ-00000H,062:46:40,36.13,-29.59,42.93,-16.83,successfullyCompleted,True,False,secondHalf,2.0,0.0,1,1,drawing,False,False,False,18695500001067,DFL-OBJ-J01VX4,062:49:03,3769.03,47.35,-9.74,0.2146,shotWide,secondHalf,8.0,4.0
18695500001143,DFL-CLU-00000V,DFL-MAT-J04097,DFL-OBJ-J01GSO,067:20:07,-32.43,-21.82,-43.73,1.8,successfullyCompleted,True,False,secondHalf,2.0,2.0,1,1,drawing,False,False,False,18695500001145,DFL-OBJ-J01DKU,067:21:96,4041.96,-43.8,1.47,0.0629,otherShot,secondHalf,6.0,3.0
18695500001473,DFL-CLU-00000F,DFL-MAT-J04097,DFL-OBJ-002GKG,092:38:71,42.78,-24.02,46.48,-2.41,successfullyCompleted,True,False,secondHalf,5.0,4.0,1,2,losing,False,False,False,18695500001474,DFL-OBJ-J01QYF,092:39:96,5559.96,47.09,-2.59,0.1224,blockedShot,secondHalf,7.0,4.0
18695700000416,DFL-CLU-000017,DFL-MAT-J04099,DFL-OBJ-0027IT,024:54:27,39.27,33.99,40.99,10.99,successfullyCompleted,True,False,firstHalf,6.0,4.0,0,0,drawing,False,False,False,18695700000419,DFL-OBJ-J01KDP,024:57:07,1497.07,36.99,12.14,0.0294,otherShot,firstHalf,9.0,5.0
18695700001021,DFL-CLU-00000A,DFL-MAT-J04099,DFL-OBJ-0027B9,058:18:84,41.05,-26.51,44.1,1.85,unsuccessful,True,False,secondHalf,6.0,3.0,0,0,drawing,False,False,False,18695700001024,DFL-OBJ-00017V,058:25:51,3505.51,28.54,8.42,0.02,shotWide,secondHalf,6.0,1.0
18695700001109,DFL-CLU-000017,DFL-MAT-J04099,DFL-OBJ-0027IT,064:31:51,-36.11,24.31,-48.27,-3.78,successfullyCompleted,True,False,secondHalf,9.0,6.0,0,0,drawing,False,False,False,18695700001110,DFL-OBJ-0000HO,064:33:15,3873.15,-48.32,-3.71,0.1132,otherShot,secondHalf,11.0,6.0
18695700001510,DFL-CLU-000017,DFL-MAT-J04099,DFL-OBJ-J01U0S,091:16:92,-32.6,-28.09,-40.37,2.41,successfullyCompleted,True,False,secondHalf,6.0,4.0,0,0,drawing,False,False,False,18695700001511,DFL-OBJ-0002F6,091:19:07,5479.07,-40.2,2.39,0.0454,savedShot,secondHalf,8.0,5.0
18695200001308,DFL-CLU-00000B,DFL-MAT-J04094,DFL-OBJ-J01KDN,080:08:84,-47.23,-33.08,-41.31,2.24,successfullyCompleted,True,False,secondHalf,4.0,3.0,0,1,losing,False,False,False,18695200001309,DFL-OBJ-002GOI,080:10:68,4810.68,-41.03,2.06,0.0602,savedShot,secondHalf,7.0,3.0
18695200000287,DFL-CLU-00000E,DFL-MAT-J04094,DFL-OBJ-002FX2,016:21:91,-33.83,-22.18,-43.15,-0.83,unsuccessful,True,False,firstHalf,4.0,3.0,0,0,drawing,False,False,False,18695200000291,DFL-OBJ-002G6R,016:28:79,988.79,-44.0,-7.09,0.1413,savedShot,firstHalf,6.0,3.0
