season,league,match_id,crosses_openplay,shot_links,share_links_per_cross
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YRK,24,2,0.08333333333333333
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YRL,24,4,0.16666666666666666
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YRM,22,6,0.2727272727272727
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YRN,21,3,0.14285714285714285
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YRO,14,3,0.21428571428571427
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YRP,25,2,0.08
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YRQ,18,3,0.16666666666666666
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YRR,16,5,0.3125
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YRS,32,5,0.15625
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YRT,17,3,0.17647058823529413
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YRU,25,6,0.24
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YRV,25,5,0.2
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YRW,20,4,0.2
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YRX,15,3,0.2
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YRY,8,2,0.25
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YRZ,20,6,0.3
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YS0,28,9,0.32142857142857145
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YS1,27,3,0.1111111111111111
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YS2,22,2,0.09090909090909091
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YS3,18,6,0.3333333333333333
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YS4,26,7,0.2692307692307692
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YS5,27,0,0.0
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YS6,16,4,0.25
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YS7,16,5,0.3125
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YS8,26,5,0.19230769230769232
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YS9,15,4,0.26666666666666666
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSA,22,6,0.2727272727272727
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSB,16,3,0.1875
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSC,23,7,0.30434782608695654
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSD,23,0,0.0
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSE,23,4,0.17391304347826086
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSF,23,4,0.17391304347826086
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSG,15,2,0.13333333333333333
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSH,15,2,0.13333333333333333
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSI,13,2,0.15384615384615385
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSJ,25,7,0.28
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSK,18,4,0.2222222222222222
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSL,13,3,0.23076923076923078
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSM,21,4,0.19047619047619047
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSN,13,4,0.3076923076923077
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSO,14,1,0.07142857142857142
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSP,20,4,0.2
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSQ,24,6,0.25
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSR,18,1,0.05555555555555555
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSS,15,3,0.2
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YST,22,5,0.22727272727272727
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSU,22,5,0.22727272727272727
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSV,16,6,0.375
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSW,14,3,0.21428571428571427
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSX,13,6,0.46153846153846156
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSY,20,7,0.35
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YSZ,16,4,0.25
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YT0,26,1,0.038461538461538464
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YT1,17,3,0.17647058823529413
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YT2,26,6,0.23076923076923078
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YT3,17,6,0.35294117647058826
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YT4,20,4,0.2
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YT5,29,5,0.1724137931034483
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YT6,19,4,0.21052631578947367
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YT7,17,4,0.23529411764705882
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YT8,15,5,0.3333333333333333
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YT9,12,1,0.08333333333333333
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTA,13,3,0.23076923076923078
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTB,21,4,0.19047619047619047
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTC,18,7,0.3888888888888889
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTD,23,10,0.43478260869565216
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTE,11,1,0.09090909090909091
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTF,14,2,0.14285714285714285
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTG,24,3,0.125
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTH,19,5,0.2631578947368421
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTI,7,3,0.42857142857142855
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTJ,22,4,0.18181818181818182
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTK,23,2,0.08695652173913043
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTL,28,8,0.2857142857142857
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTM,11,4,0.36363636363636365
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTN,30,7,0.23333333333333334
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTO,16,6,0.375
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTP,26,4,0.15384615384615385
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTQ,11,4,0.36363636363636365
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTR,31,5,0.16129032258064516
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTS,15,3,0.2
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTT,25,7,0.28
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTU,16,9,0.5625
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTV,23,2,0.08695652173913043
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTW,12,2,0.16666666666666666
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTX,23,2,0.08695652173913043
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTY,15,4,0.26666666666666666
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YTZ,13,6,0.46153846153846156
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YU0,20,7,0.35
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YU1,16,5,0.3125
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YU2,6,1,0.16666666666666666
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YU3,17,3,0.17647058823529413
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YU4,24,5,0.20833333333333334
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YU5,20,2,0.1
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YU6,31,7,0.22580645161290322
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YU7,13,1,0.07692307692307693
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YU8,18,7,0.3888888888888889
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YU9,24,3,0.125
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YUA,15,5,0.3333333333333333
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YUB,24,5,0.20833333333333334
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YUC,15,2,0.13333333333333333
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YUD,11,3,0.2727272727272727
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YUE,18,5,0.2777777777777778
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YUF,28,6,0.21428571428571427
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YUG,17,6,0.35294117647058826
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YUH,21,2,0.09523809523809523
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YUI,9,1,0.1111111111111111
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YUJ,14,1,0.07142857142857142
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YUK,24,4,0.16666666666666666
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YUL,20,7,0.35
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YUM,23,3,0.13043478260869565
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YUN,16,5,0.3125
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YUO,24,8,0.3333333333333333
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YUP,11,3,0.2727272727272727
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YUQ,15,7,0.4666666666666667
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YUR,15,5,0.3333333333333333
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YUS,18,5,0.2777777777777778
DFL-SEA-0001K7,2. Bundesliga,DFL-MAT-J03YUT,21,4,0.19047619047619047
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YDU,13,1,0.07692307692307693
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YDV,21,1,0.047619047619047616
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YDW,24,8,0.3333333333333333
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YDX,16,3,0.1875
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YDY,8,0,0.0
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YDZ,15,3,0.2
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YE0,33,9,0.2727272727272727
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YE1,23,8,0.34782608695652173
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YE2,19,4,0.21052631578947367
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YE3,18,2,0.1111111111111111
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YE4,20,4,0.2
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YE5,25,7,0.28
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YE6,10,4,0.4
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YE7,16,3,0.1875
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YE8,23,5,0.21739130434782608
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YE9,20,6,0.3
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEA,29,7,0.2413793103448276
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEB,24,7,0.2916666666666667
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEC,23,5,0.21739130434782608
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YED,22,4,0.18181818181818182
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEE,8,2,0.25
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEF,15,2,0.13333333333333333
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEG,26,4,0.15384615384615385
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEH,16,3,0.1875
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEI,12,2,0.16666666666666666
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEJ,10,5,0.5
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEK,18,5,0.2777777777777778
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEL,17,3,0.17647058823529413
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEM,17,6,0.35294117647058826
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEN,11,5,0.45454545454545453
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEO,23,8,0.34782608695652173
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEP,12,3,0.25
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEQ,38,8,0.21052631578947367
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YER,17,5,0.29411764705882354
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YES,17,3,0.17647058823529413
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YET,25,11,0.44
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEU,9,6,0.6666666666666666
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEV,16,3,0.1875
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEW,34,8,0.23529411764705882
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEX,15,2,0.13333333333333333
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEY,15,4,0.26666666666666666
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YEZ,20,3,0.15
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YF0,14,1,0.07142857142857142
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YF1,20,5,0.25
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YF2,12,3,0.25
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YF3,10,2,0.2
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YF4,11,3,0.2727272727272727
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YF5,9,3,0.3333333333333333
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YF6,10,2,0.2
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YF7,27,5,0.18518518518518517
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YF8,21,5,0.23809523809523808
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YF9,33,8,0.24242424242424243
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFA,24,1,0.041666666666666664
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFB,10,4,0.4
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFC,10,2,0.2
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFD,22,3,0.13636363636363635
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFE,21,3,0.14285714285714285
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFF,9,2,0.2222222222222222
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFG,18,5,0.2777777777777778
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFH,26,7,0.2692307692307692
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFI,24,5,0.20833333333333334
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFJ,29,9,0.3103448275862069
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFK,15,2,0.13333333333333333
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFL,14,4,0.2857142857142857
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFM,27,8,0.2962962962962963
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFN,18,7,0.3888888888888889
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFO,12,3,0.25
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFP,17,5,0.29411764705882354
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFQ,22,5,0.22727272727272727
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFR,22,4,0.18181818181818182
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFS,13,3,0.23076923076923078
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFT,21,2,0.09523809523809523
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFU,16,6,0.375
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFV,18,7,0.3888888888888889
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFW,14,5,0.35714285714285715
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFX,21,3,0.14285714285714285
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFY,20,1,0.05
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YFZ,21,3,0.14285714285714285
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YG0,12,3,0.25
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YG1,25,7,0.28
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YG2,16,4,0.25
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YG3,10,2,0.2
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YG4,29,4,0.13793103448275862
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YG5,19,2,0.10526315789473684
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YG6,15,6,0.4
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YG7,11,5,0.45454545454545453
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YG8,27,12,0.4444444444444444
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YG9,25,3,0.12
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGA,16,2,0.125
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGB,13,3,0.23076923076923078
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGC,10,2,0.2
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGD,9,3,0.3333333333333333
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGE,14,3,0.21428571428571427
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGF,20,3,0.15
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGG,13,4,0.3076923076923077
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGH,23,6,0.2608695652173913
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGI,22,7,0.3181818181818182
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGJ,19,6,0.3157894736842105
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGK,14,2,0.14285714285714285
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGL,21,5,0.23809523809523808
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGM,17,7,0.4117647058823529
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGN,15,5,0.3333333333333333
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGO,18,2,0.1111111111111111
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGP,20,2,0.1
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGQ,15,3,0.2
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGR,19,2,0.10526315789473684
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGS,14,2,0.14285714285714285
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGT,13,2,0.15384615384615385
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGU,23,6,0.2608695652173913
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGV,11,5,0.45454545454545453
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGW,24,4,0.16666666666666666
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGX,15,7,0.4666666666666667
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGY,22,8,0.36363636363636365
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YGZ,12,3,0.25
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YH0,23,6,0.2608695652173913
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YH1,13,3,0.23076923076923078
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YH2,21,2,0.09523809523809523
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YH3,21,6,0.2857142857142857
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YH4,26,6,0.23076923076923078
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YH5,18,7,0.3888888888888889
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YH6,16,0,0.0
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YH7,18,4,0.2222222222222222
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YH8,15,7,0.4666666666666667
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YH9,24,11,0.4583333333333333
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHA,14,5,0.35714285714285715
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHB,14,2,0.14285714285714285
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHC,9,4,0.4444444444444444
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHD,22,5,0.22727272727272727
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHE,17,5,0.29411764705882354
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHF,13,4,0.3076923076923077
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHG,20,2,0.1
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHH,17,4,0.23529411764705882
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHI,25,8,0.32
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHJ,28,8,0.2857142857142857
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHK,25,3,0.12
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHL,21,3,0.14285714285714285
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHM,35,4,0.11428571428571428
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHN,9,3,0.3333333333333333
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHO,10,5,0.5
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHP,12,4,0.3333333333333333
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHQ,18,3,0.16666666666666666
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHR,16,5,0.3125
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHS,9,2,0.2222222222222222
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHT,18,1,0.05555555555555555
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHU,24,11,0.4583333333333333
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHV,28,10,0.35714285714285715
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHW,15,6,0.4
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHX,22,3,0.13636363636363635
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHY,10,2,0.2
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YHZ,25,5,0.2
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YI0,17,5,0.29411764705882354
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YI1,21,3,0.14285714285714285
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YI2,11,1,0.09090909090909091
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YI3,18,7,0.3888888888888889
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YI4,12,5,0.4166666666666667
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YI5,23,8,0.34782608695652173
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YI6,23,9,0.391304347826087
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YI7,23,6,0.2608695652173913
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YI8,18,1,0.05555555555555555
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YI9,18,10,0.5555555555555556
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YIA,22,5,0.22727272727272727
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YIB,17,2,0.11764705882352941
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YIC,21,7,0.3333333333333333
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YID,18,6,0.3333333333333333
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YIE,23,6,0.2608695652173913
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YIF,18,5,0.2777777777777778
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YIG,20,5,0.25
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YIH,20,4,0.2
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YII,13,5,0.38461538461538464
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YIJ,18,4,0.2222222222222222
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YIK,12,3,0.25
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YIL,15,3,0.2
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YIM,16,2,0.125
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YIN,14,5,0.35714285714285715
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YIO,28,8,0.2857142857142857
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YIP,20,6,0.3
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YIQ,14,2,0.14285714285714285
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YIR,29,8,0.27586206896551724
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YIS,17,4,0.23529411764705882
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YIT,9,2,0.2222222222222222
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YIU,22,5,0.22727272727272727
DFL-SEA-0001K7,Bundesliga,DFL-MAT-J03YIV,26,4,0.15384615384615385
