match_id,end_min_first_half,end_min_second_half,duration_first_half,duration_second_half
DFL-MAT-J04045,48,92,48,44
DFL-MAT-J04046,48,93,48,45
DFL-MAT-J04047,50,98,50,48
DFL-MAT-J04048,48,97,48,49
DFL-MAT-J04049,47,99,47,52
DFL-MAT-J0404A,49,97,49,48
DFL-MAT-J0404B,47,99,47,52
DFL-MAT-J0404C,49,96,49,47
DFL-MAT-J0404D,51,98,51,47
DFL-MAT-J0404E,50,99,50,49
DFL-MAT-J0404F,48,98,48,50
DFL-MAT-J0404G,46,96,46,50
DFL-MAT-J0404H,47,96,47,49
DFL-MAT-J0404I,46,96,46,50
DFL-MAT-J0404J,49,98,49,49
DFL-MAT-J0404K,50,97,50,47
DFL-MAT-J0404L,49,96,49,47
DFL-MAT-J0404M,49,96,49,47
DFL-MAT-J0404N,46,94,46,48
DFL-MAT-J0404O,48,98,48,50
DFL-MAT-J0404P,47,95,47,48
DFL-MAT-J0404Q,48,95,48,47
DFL-MAT-J0404R,51,99,51,48
DFL-MAT-J0404S,47,96,47,49
DFL-MAT-J0404T,48,97,48,49
DFL-MAT-J0404U,49,97,49,48
DFL-MAT-J0404V,47,96,47,49
DFL-MAT-J0404W,47,95,47,48
DFL-MAT-J0404X,48,94,48,46
DFL-MAT-J0404Y,48,97,48,49
DFL-MAT-J0404Z,49,101,49,52
DFL-MAT-J04050,50,95,50,45
DFL-MAT-J04051,50,97,50,47
DFL-MAT-J04052,48,95,48,47
DFL-MAT-J04053,48,95,48,47
DFL-MAT-J04054,47,94,47,47
DFL-MAT-J04055,49,93,49,44
DFL-MAT-J04056,50,98,50,48
DFL-MAT-J04057,50,94,50,44
DFL-MAT-J04058,47,95,47,48
DFL-MAT-J04059,46,95,46,49
DFL-MAT-J0405A,47,95,47,48
DFL-MAT-J0405B,48,95,48,47
DFL-MAT-J0405C,49,95,49,46
DFL-MAT-J0405D,49,100,49,51
DFL-MAT-J0405E,47,94,47,47
DFL-MAT-J0405F,48,97,48,49
DFL-MAT-J0405G,49,95,49,46
DFL-MAT-J0405H,47,94,47,47
DFL-MAT-J0405I,49,94,49,45
DFL-MAT-J0405J,49,94,49,45
DFL-MAT-J0405K,48,96,48,48
DFL-MAT-J0405L,47,94,47,47
DFL-MAT-J0405M,52,93,52,41
DFL-MAT-J0405N,46,94,46,48
DFL-MAT-J0405O,49,96,49,47
DFL-MAT-J0405P,47,93,47,46
DFL-MAT-J0405Q,48,95,48,47
DFL-MAT-J0405R,47,95,47,48
DFL-MAT-J0405S,48,97,48,49
DFL-MAT-J0405T,47,94,47,47
DFL-MAT-J0405U,49,93,49,44
DFL-MAT-J0405V,48,95,48,47
DFL-MAT-J0405W,49,96,49,47
DFL-MAT-J0405X,47,95,47,48
DFL-MAT-J0405Y,50,97,50,47
DFL-MAT-J0405Z,48,95,48,47
DFL-MAT-J04060,47,98,47,51
DFL-MAT-J04061,47,94,47,47
DFL-MAT-J04062,47,95,47,48
DFL-MAT-J04063,50,94,50,44
DFL-MAT-J04064,48,95,48,47
DFL-MAT-J04065,47,98,47,51
DFL-MAT-J04066,46,94,46,48
DFL-MAT-J04067,52,97,52,45
DFL-MAT-J04068,47,95,47,48
DFL-MAT-J04069,49,97,49,48
DFL-MAT-J0406A,47,99,47,52
DFL-MAT-J0406B,48,95,48,47
DFL-MAT-J0406C,47,94,47,47
DFL-MAT-J0406D,47,95,47,48
DFL-MAT-J0406E,47,95,47,48
DFL-MAT-J0406F,48,95,48,47
DFL-MAT-J0406G,47,96,47,49
DFL-MAT-J0406H,48,94,48,46
DFL-MAT-J0406I,48,96,48,48
DFL-MAT-J0406J,48,95,48,47
DFL-MAT-J0406K,50,97,50,47
DFL-MAT-J0406L,48,97,48,49
DFL-MAT-J0406M,50,92,50,42
DFL-MAT-J0406N,48,96,48,48
DFL-MAT-J0406O,48,93,48,45
DFL-MAT-J0406P,50,96,50,46
DFL-MAT-J0406Q,49,95,49,46
DFL-MAT-J0406R,50,98,50,48
DFL-MAT-J0406S,47,98,47,51
DFL-MAT-J0406T,46,98,46,52
DFL-MAT-J0406U,50,94,50,44
DFL-MAT-J0406V,48,96,48,48
DFL-MAT-J0406W,48,96,48,48
DFL-MAT-J0406X,48,97,48,49
DFL-MAT-J0406Y,50,93,50,43
DFL-MAT-J0406Z,48,96,48,48
DFL-MAT-J04070,49,96,49,47
DFL-MAT-J04071,54,94,54,40
DFL-MAT-J04072,46,96,46,50
DFL-MAT-J04073,48,97,48,49
DFL-MAT-J04074,47,94,47,47
DFL-MAT-J04075,49,96,49,47
DFL-MAT-J04076,49,94,49,45
DFL-MAT-J04077,49,91,49,42
DFL-MAT-J04078,49,97,49,48
DFL-MAT-J04079,49,93,49,44
DFL-MAT-J0407A,47,93,47,46
DFL-MAT-J0407B,47,98,47,51
DFL-MAT-J0407C,50,99,50,49
DFL-MAT-J0407D,47,94,47,47
DFL-MAT-J0407E,51,91,51,40
DFL-MAT-J0407F,51,95,51,44
DFL-MAT-J0407G,47,96,47,49
DFL-MAT-J0407H,48,97,48,49
DFL-MAT-J0407I,51,95,51,44
DFL-MAT-J0407J,48,95,48,47
DFL-MAT-J0407K,49,95,49,46
DFL-MAT-J0407L,48,102,48,54
DFL-MAT-J0407M,49,96,49,47
DFL-MAT-J0407N,50,96,50,46
DFL-MAT-J0407O,50,98,50,48
DFL-MAT-J0407P,47,96,47,49
DFL-MAT-J0407Q,47,93,47,46
DFL-MAT-J0407R,47,95,47,48
DFL-MAT-J0407S,50,96,50,46
DFL-MAT-J0407T,47,95,47,48
DFL-MAT-J0407U,46,95,46,49
DFL-MAT-J0407V,50,96,50,46
DFL-MAT-J0407W,47,97,47,50
DFL-MAT-J0407X,49,95,49,46
DFL-MAT-J0407Y,48,97,48,49
DFL-MAT-J0407Z,47,95,47,48
DFL-MAT-J04080,51,98,51,47
DFL-MAT-J04081,47,97,47,50
DFL-MAT-J04082,47,95,47,48
DFL-MAT-J04083,47,98,47,51
DFL-MAT-J04084,47,98,47,51
DFL-MAT-J04085,47,94,47,47
DFL-MAT-J04086,47,97,47,50
DFL-MAT-J04087,48,94,48,46
DFL-MAT-J04088,49,95,49,46
DFL-MAT-J04089,48,98,48,50
DFL-MAT-J0408A,53,96,53,43
DFL-MAT-J0408B,49,95,49,46
DFL-MAT-J0408C,53,96,53,43
DFL-MAT-J0408D,48,95,48,47
DFL-MAT-J0408E,51,97,51,46
DFL-MAT-J0408F,50,96,50,46
DFL-MAT-J0408G,46,95,46,49
DFL-MAT-J0408H,49,95,49,46
DFL-MAT-J0408I,46,95,46,49
DFL-MAT-J0408J,52,97,52,45
DFL-MAT-J0408K,47,95,47,48
DFL-MAT-J0408L,49,97,49,48
DFL-MAT-J0408M,52,93,52,41
DFL-MAT-J0408N,49,99,49,50
DFL-MAT-J0408O,47,91,47,44
DFL-MAT-J0408P,47,94,47,47
DFL-MAT-J0408Q,49,93,49,44
DFL-MAT-J0408R,47,96,47,49
DFL-MAT-J0408S,47,97,47,50
DFL-MAT-J0408T,51,94,51,43
DFL-MAT-J0408U,48,94,48,46
DFL-MAT-J0408V,51,98,51,47
DFL-MAT-J0408W,50,95,50,45
DFL-MAT-J0408X,48,93,48,45
DFL-MAT-J0408Y,47,92,47,45
DFL-MAT-J0408Z,47,95,47,48
DFL-MAT-J04090,48,93,48,45
DFL-MAT-J04091,48,98,48,50
DFL-MAT-J04092,47,95,47,48
DFL-MAT-J04093,47,95,47,48
DFL-MAT-J04094,49,99,49,50
DFL-MAT-J04095,49,96,49,47
DFL-MAT-J04096,49,99,49,50
DFL-MAT-J04097,47,96,47,49
DFL-MAT-J04098,48,97,48,49
DFL-MAT-J04099,47,93,47,46
DFL-MAT-J0409A,48,96,48,48
DFL-MAT-J0409B,49,95,49,46
DFL-MAT-J0409C,47,94,47,47
DFL-MAT-J0409D,46,96,46,50
DFL-MAT-J0409E,49,95,49,46
DFL-MAT-J0409F,47,95,47,48
DFL-MAT-J0409G,49,97,49,48
DFL-MAT-J0409H,46,98,46,52
DFL-MAT-J0409I,50,94,50,44
DFL-MAT-J0409J,47,96,47,49
DFL-MAT-J0409K,47,98,47,51
DFL-MAT-J0409L,47,97,47,50
DFL-MAT-J0409M,46,96,46,50
DFL-MAT-J0409N,49,95,49,46
DFL-MAT-J0409O,48,96,48,48
DFL-MAT-J0409P,49,95,49,46
DFL-MAT-J0409Q,47,95,47,48
DFL-MAT-J0409R,49,97,49,48
DFL-MAT-J0409S,53,97,53,44
DFL-MAT-J0409T,48,95,48,47
DFL-MAT-J0409U,48,96,48,48
DFL-MAT-J0409V,48,95,48,47
DFL-MAT-J0409W,47,95,47,48
DFL-MAT-J0409X,47,96,47,49
DFL-MAT-J0409Y,50,93,50,43
DFL-MAT-J0409Z,48,96,48,48
DFL-MAT-J040A0,48,95,48,47
DFL-MAT-J040A1,48,95,48,47
DFL-MAT-J040A2,46,92,46,46
DFL-MAT-J040A3,48,94,48,46
DFL-MAT-J040A4,48,97,48,49
DFL-MAT-J040A5,47,96,47,49
DFL-MAT-J040A6,48,95,48,47
DFL-MAT-J040A7,47,92,47,45
DFL-MAT-J040A8,49,97,49,48
DFL-MAT-J040A9,48,96,48,48
DFL-MAT-J040AA,49,94,49,45
DFL-MAT-J040AB,47,99,47,52
DFL-MAT-J040AC,48,96,48,48
DFL-MAT-J040AD,47,99,47,52
DFL-MAT-J040AE,50,96,50,46
DFL-MAT-J040AF,47,92,47,45
DFL-MAT-J040AG,46,99,46,53
DFL-MAT-J040AH,50,95,50,45
DFL-MAT-J040AI,47,93,47,46
DFL-MAT-J040AJ,51,97,51,46
DFL-MAT-J040AK,52,93,52,41
DFL-MAT-J040AL,46,95,46,49
DFL-MAT-J040AM,49,94,49,45
DFL-MAT-J040AN,48,95,48,47
DFL-MAT-J040AO,48,95,48,47
DFL-MAT-J040AP,49,95,49,46
DFL-MAT-J040AQ,50,104,50,54
DFL-MAT-J040AR,49,95,49,46
DFL-MAT-J040AS,47,96,47,49
DFL-MAT-J040AT,47,101,47,54
DFL-MAT-J040AU,49,100,49,51
DFL-MAT-J040AV,48,97,48,49
DFL-MAT-J040AW,48,93,48,45
DFL-MAT-J040AX,49,105,49,56
DFL-MAT-J040AY,46,96,46,50
DFL-MAT-J040AZ,49,95,49,46
DFL-MAT-J040B0,55,95,55,40
DFL-MAT-J040B1,47,95,47,48
DFL-MAT-J040B2,49,94,49,45
DFL-MAT-J040B3,48,99,48,51
DFL-MAT-J040B4,51,95,51,44
DFL-MAT-J040B5,52,93,52,41
DFL-MAT-J040B6,46,93,46,47
DFL-MAT-J040B7,49,97,49,48
DFL-MAT-J040B8,50,95,50,45
DFL-MAT-J040B9,47,95,47,48
DFL-MAT-J040BA,46,93,46,47
DFL-MAT-J040BB,48,94,48,46
DFL-MAT-J040BC,51,99,51,48
DFL-MAT-J040BD,48,96,48,48
DFL-MAT-J040BE,48,93,48,45
DFL-MAT-J040BF,47,92,47,45
DFL-MAT-J040BG,47,93,47,46
DFL-MAT-J040BH,51,101,51,50
DFL-MAT-J040BI,47,96,47,49
DFL-MAT-J040BJ,54,98,54,44
DFL-MAT-J040BK,48,95,48,47
DFL-MAT-J040BL,49,91,49,42
DFL-MAT-J040BM,48,99,48,51
DFL-MAT-J040BN,47,97,47,50
DFL-MAT-J040BO,50,97,50,47
DFL-MAT-J040BP,48,95,48,47
DFL-MAT-J040BQ,50,96,50,46
DFL-MAT-J040BR,49,96,49,47
DFL-MAT-J040BS,48,95,48,47
DFL-MAT-J040BT,49,98,49,49
DFL-MAT-J040BU,49,98,49,49
DFL-MAT-J040BV,47,94,47,47
DFL-MAT-J040BW,47,95,47,48
DFL-MAT-J040BX,49,94,49,45
DFL-MAT-J040BY,50,98,50,48
DFL-MAT-J040BZ,49,94,49,45
DFL-MAT-J040C0,54,95,54,41
DFL-MAT-J040C1,52,97,52,45
DFL-MAT-J040C2,48,94,48,46
DFL-MAT-J040C3,48,97,48,49
DFL-MAT-J040C4,47,94,47,47
DFL-MAT-J040C5,47,96,47,49
DFL-MAT-J040C6,47,97,47,50
DFL-MAT-J040C7,46,97,46,51
DFL-MAT-J040C8,47,97,47,50
DFL-MAT-J040C9,48,97,48,49
DFL-MAT-J040CA,51,98,51,47
DFL-MAT-J040CB,48,96,48,48
DFL-MAT-J040CC,50,95,50,45
DFL-MAT-J040CD,46,96,46,50
DFL-MAT-J040CE,48,94,48,46
DFL-MAT-J040CF,47,101,47,54
DFL-MAT-J040CG,48,100,48,52
DFL-MAT-J040CH,49,119,49,70
DFL-MAT-J040CI,50,93,50,43
DFL-MAT-J040CJ,48,96,48,48
DFL-MAT-J040CK,50,96,50,46
DFL-MAT-J040CL,48,95,48,47
DFL-MAT-J040CM,48,95,48,47
DFL-MAT-J040CN,50,99,50,49
DFL-MAT-J040CO,50,95,50,45
DFL-MAT-J040CP,50,95,50,45
DFL-MAT-J040CQ,48,95,48,47
DFL-MAT-J040CR,48,98,48,50
DFL-MAT-J040CS,54,94,54,40
DFL-MAT-J040CT,50,103,50,53
DFL-MAT-J040CU,46,97,46,51
DFL-MAT-J040CV,49,97,49,48
DFL-MAT-J040CW,49,95,49,46
DFL-MAT-J040CX,50,98,50,48
DFL-MAT-J040CY,47,96,47,49
DFL-MAT-J040CZ,49,97,49,48
DFL-MAT-J040D0,50,97,50,47
DFL-MAT-J040D1,48,96,48,48
DFL-MAT-J040D2,46,97,46,51
DFL-MAT-J040D3,54,93,54,39
DFL-MAT-J040D4,49,96,49,47
DFL-MAT-J040D5,47,96,47,49
DFL-MAT-J040D6,50,95,50,45
DFL-MAT-J040D7,48,96,48,48
DFL-MAT-J040D8,48,96,48,48
DFL-MAT-J040D9,47,94,47,47
DFL-MAT-J040DA,50,106,50,56
DFL-MAT-J040DB,49,98,49,49
DFL-MAT-J040DC,47,96,47,49
DFL-MAT-J040DD,46,96,46,50
DFL-MAT-J040DE,47,95,47,48
DFL-MAT-J040DF,48,97,48,49
DFL-MAT-J040DG,47,93,47,46
DFL-MAT-J040DH,49,94,49,45
DFL-MAT-J040DI,51,96,51,45
DFL-MAT-J040DJ,48,98,48,50
DFL-MAT-J040DK,47,96,47,49
DFL-MAT-J040DL,50,98,50,48
DFL-MAT-J040DM,48,95,48,47
DFL-MAT-J040DN,47,96,47,49
DFL-MAT-J040DO,47,97,47,50
DFL-MAT-J040DP,49,95,49,46
DFL-MAT-J040DQ,46,98,46,52
DFL-MAT-J040DR,46,95,46,49
DFL-MAT-J040DS,46,95,46,49
DFL-MAT-J040DT,50,95,50,45
DFL-MAT-J040DU,52,95,52,43
DFL-MAT-J040DV,46,94,46,48
DFL-MAT-J040DW,46,94,46,48
DFL-MAT-J040DX,49,96,49,47
DFL-MAT-J040DY,49,96,49,47
DFL-MAT-J040DZ,51,96,51,45
DFL-MAT-J040E0,47,100,47,53
DFL-MAT-J040E1,49,97,49,48
DFL-MAT-J040E2,49,94,49,45
DFL-MAT-J040E3,51,96,51,45
DFL-MAT-J040E4,51,93,51,42
DFL-MAT-J040E5,47,96,47,49
DFL-MAT-J040E6,46,96,46,50
DFL-MAT-J040E7,50,92,50,42
DFL-MAT-J040E8,49,97,49,48
DFL-MAT-J040E9,49,96,49,47
DFL-MAT-J040EA,48,94,48,46
DFL-MAT-J040EB,48,97,48,49
DFL-MAT-J040EC,50,95,50,45
DFL-MAT-J040ED,47,97,47,50
DFL-MAT-J040EE,49,95,49,46
DFL-MAT-J040EF,46,96,46,50
DFL-MAT-J040EG,47,98,47,51
DFL-MAT-J040EH,47,95,47,48
DFL-MAT-J040EI,52,93,52,41
DFL-MAT-J040EJ,47,94,47,47
DFL-MAT-J040EK,47,95,47,48
DFL-MAT-J040EL,48,96,48,48
DFL-MAT-J040EM,46,96,46,50
DFL-MAT-J040EN,47,95,47,48
DFL-MAT-J040EO,46,94,46,48
DFL-MAT-J040EP,48,97,48,49
DFL-MAT-J040EQ,48,96,48,48
DFL-MAT-J040ER,50,97,50,47
DFL-MAT-J040ES,49,98,49,49
DFL-MAT-J040ET,49,97,49,48
DFL-MAT-J040EU,47,96,47,49
DFL-MAT-J040EV,48,95,48,47
DFL-MAT-J040EW,46,96,46,50
DFL-MAT-J040EX,47,95,47,48
DFL-MAT-J040EY,48,97,48,49
DFL-MAT-J040EZ,48,95,48,47
DFL-MAT-J040F0,46,98,46,52
DFL-MAT-J040F1,48,94,48,46
DFL-MAT-J040F2,48,94,48,46
DFL-MAT-J040F3,54,94,54,40
DFL-MAT-J040F4,47,93,47,46
DFL-MAT-J040F5,48,95,48,47
DFL-MAT-J040F6,48,95,48,47
DFL-MAT-J040F7,51,95,51,44
DFL-MAT-J040F8,47,96,47,49
DFL-MAT-J040F9,48,94,48,46
DFL-MAT-J040FA,49,96,49,47
DFL-MAT-J040FB,47,95,47,48
DFL-MAT-J040FC,49,97,49,48
DFL-MAT-J040FD,48,94,48,46
DFL-MAT-J040FE,48,93,48,45
DFL-MAT-J040FF,48,94,48,46
DFL-MAT-J040FG,47,96,47,49
DFL-MAT-J040FH,48,95,48,47
DFL-MAT-J040FI,45,93,45,48
DFL-MAT-J040FJ,49,96,49,47
DFL-MAT-J040FK,46,93,46,47
DFL-MAT-J040FL,49,97,49,48
DFL-MAT-J040FM,48,95,48,47
DFL-MAT-J040FN,48,92,48,44
DFL-MAT-J040FO,50,96,50,46
DFL-MAT-J040FP,50,96,50,46
DFL-MAT-J040FQ,47,96,47,49
DFL-MAT-J040FR,50,95,50,45
DFL-MAT-J040FS,47,95,47,48
DFL-MAT-J040FT,47,93,47,46
DFL-MAT-J040FU,46,99,46,53
DFL-MAT-J040FV,47,96,47,49
DFL-MAT-J040FW,49,96,49,47
DFL-MAT-J040FX,51,97,51,46
DFL-MAT-J040FY,48,95,48,47
DFL-MAT-J040FZ,48,96,48,48
DFL-MAT-J040G0,47,95,47,48
DFL-MAT-J040G1,47,98,47,51
DFL-MAT-J040G2,49,96,49,47
DFL-MAT-J040G3,50,95,50,45
DFL-MAT-J040G4,47,96,47,49
DFL-MAT-J040G5,51,95,51,44
DFL-MAT-J040G6,47,97,47,50
DFL-MAT-J040G7,47,95,47,48
DFL-MAT-J040G8,49,99,49,50
DFL-MAT-J040G9,47,98,47,51
DFL-MAT-J040GA,48,96,48,48
DFL-MAT-J040GB,47,96,47,49
DFL-MAT-J040GC,48,93,48,45
DFL-MAT-J040GD,50,96,50,46
DFL-MAT-J040GE,48,95,48,47
DFL-MAT-J040GF,52,96,52,44
DFL-MAT-J040GG,48,94,48,46
DFL-MAT-J040GH,47,96,47,49
DFL-MAT-J040GI,48,94,48,46
DFL-MAT-J040GJ,48,96,48,48
DFL-MAT-J040GK,48,95,48,47
DFL-MAT-J040GL,49,95,49,46
DFL-MAT-J040GM,47,95,47,48
DFL-MAT-J040GN,54,93,54,39
DFL-MAT-J040GO,54,96,54,42
DFL-MAT-J040GP,47,95,47,48
DFL-MAT-J040GQ,50,96,50,46
DFL-MAT-J040GR,46,97,46,51
DFL-MAT-J040GS,49,98,49,49
DFL-MAT-J040GT,45,97,45,52
DFL-MAT-J040GU,49,98,49,49
DFL-MAT-J040GV,48,96,48,48
DFL-MAT-J040GW,47,95,47,48
DFL-MAT-J040GX,47,95,47,48
DFL-MAT-J040GY,48,95,48,47
DFL-MAT-J040GZ,47,96,47,49
DFL-MAT-J040H0,47,96,47,49
DFL-MAT-J040H1,47,98,47,51
DFL-MAT-J040H2,47,98,47,51
DFL-MAT-J040H3,47,96,47,49
DFL-MAT-J040H4,47,97,47,50
DFL-MAT-J040H5,47,94,47,47
DFL-MAT-J040H6,46,96,46,50
DFL-MAT-J040H7,48,97,48,49
DFL-MAT-J040H8,49,99,49,50
DFL-MAT-J040H9,47,99,47,52
DFL-MAT-J040HA,46,95,46,49
DFL-MAT-J040HB,49,97,49,48
DFL-MAT-J040HC,49,95,49,46
DFL-MAT-J040HD,48,97,48,49
DFL-MAT-J040HE,50,95,50,45
DFL-MAT-J040HF,49,97,49,48
DFL-MAT-J040HG,47,98,47,51
DFL-MAT-J040HH,51,92,51,41
DFL-MAT-J040HI,48,96,48,48
DFL-MAT-J040HJ,49,95,49,46
DFL-MAT-J040HK,50,95,50,45
DFL-MAT-J040HL,49,97,49,48
DFL-MAT-J040HM,47,93,47,46
DFL-MAT-J040HN,49,96,49,47
DFL-MAT-J040HO,56,98,56,42
DFL-MAT-J040HP,48,95,48,47
DFL-MAT-J040HQ,47,96,47,49
DFL-MAT-J040HR,48,97,48,49
DFL-MAT-J040HS,49,96,49,47
DFL-MAT-J040HT,46,99,46,53
DFL-MAT-J040HU,48,94,48,46
DFL-MAT-J040HV,50,100,50,50
DFL-MAT-J040HW,48,94,48,46
DFL-MAT-J040HX,49,94,49,45
DFL-MAT-J040HY,54,98,54,44
DFL-MAT-J040HZ,48,95,48,47
DFL-MAT-J040I0,51,96,51,45
DFL-MAT-J040I1,50,94,50,44
DFL-MAT-J040I2,47,93,47,46
DFL-MAT-J040I3,46,94,46,48
DFL-MAT-J040I4,48,97,48,49
DFL-MAT-J040I5,48,95,48,47
DFL-MAT-J040I6,48,97,48,49
DFL-MAT-J040I7,55,97,55,42
DFL-MAT-J040I8,48,99,48,51
DFL-MAT-J040I9,49,95,49,46
DFL-MAT-J040IA,47,97,47,50
DFL-MAT-J040IB,47,96,47,49
DFL-MAT-J040IC,49,96,49,47
DFL-MAT-J040ID,48,95,48,47
DFL-MAT-J040IE,48,98,48,50
DFL-MAT-J040IF,50,97,50,47
DFL-MAT-J040IG,46,98,46,52
DFL-MAT-J040IH,47,96,47,49
DFL-MAT-J040II,49,94,49,45
DFL-MAT-J040IJ,50,94,50,44
DFL-MAT-J040IK,49,97,49,48
DFL-MAT-J040IL,48,95,48,47
DFL-MAT-J040IM,48,98,48,50
DFL-MAT-J040IN,47,99,47,52
DFL-MAT-J040IO,48,96,48,48
DFL-MAT-J040IP,47,96,47,49
DFL-MAT-J040IQ,47,96,47,49
DFL-MAT-J040IR,48,97,48,49
DFL-MAT-J040IS,48,98,48,50
DFL-MAT-J040IT,48,99,48,51
DFL-MAT-J040IU,47,97,47,50
DFL-MAT-J040IV,50,96,50,46
DFL-MAT-J040IW,50,95,50,45
DFL-MAT-J040IX,46,95,46,49
DFL-MAT-J040IY,51,98,51,47
DFL-MAT-J040IZ,49,95,49,46
DFL-MAT-J040J0,51,96,51,45
DFL-MAT-J040J1,47,94,47,47
DFL-MAT-J040J2,47,95,47,48
DFL-MAT-J040J3,47,95,47,48
DFL-MAT-J040J4,49,96,49,47
DFL-MAT-J040J5,53,96,53,43
DFL-MAT-J040J6,49,97,49,48
DFL-MAT-J040J7,47,96,47,49
DFL-MAT-J040J8,49,99,49,50
DFL-MAT-J040J9,48,95,48,47
DFL-MAT-J040JA,46,98,46,52
DFL-MAT-J040JB,49,99,49,50
DFL-MAT-J040JC,46,95,46,49
DFL-MAT-J040JD,51,96,51,45
DFL-MAT-J040JE,51,96,51,45
DFL-MAT-J040JF,50,95,50,45
DFL-MAT-J040JG,48,95,48,47
DFL-MAT-J040JH,47,95,47,48
DFL-MAT-J040JI,49,96,49,47
DFL-MAT-J040JJ,48,95,48,47
DFL-MAT-J040JK,47,95,47,48
DFL-MAT-J040JL,47,98,47,51
DFL-MAT-J040JM,51,94,51,43
DFL-MAT-J040JN,52,90,52,38
DFL-MAT-J040JO,48,97,48,49
DFL-MAT-J040JP,48,95,48,47
DFL-MAT-J040JQ,48,92,48,44
DFL-MAT-J040JR,49,97,49,48
DFL-MAT-J040JS,53,97,53,44
DFL-MAT-J040JT,51,98,51,47
DFL-MAT-J040JU,49,98,49,49
DFL-MAT-J040JV,49,93,49,44
DFL-MAT-J040JW,47,94,47,47
DFL-MAT-J040JX,46,94,46,48
DFL-MAT-J040JY,48,99,48,51
DFL-MAT-J040JZ,47,92,47,45
DFL-MAT-J040K0,47,93,47,46
DFL-MAT-J040K1,48,93,48,45
DFL-MAT-J040K2,48,91,48,43
DFL-MAT-J040K3,49,93,49,44
