match_id,end_min_first_half,end_min_second_half,duration_first_half,duration_second_half
DFL-MAT-J03YE9,47,96,47,49
DFL-MAT-J03YEA,52,97,52,45
DFL-MAT-J03YEB,50,95,50,45
DFL-MAT-J03YEC,48,103,48,55
DFL-MAT-J03YED,47,97,47,50
DFL-MAT-J03YEE,50,95,50,45
DFL-MAT-J03YEF,49,95,49,46
DFL-MAT-J03YEG,49,98,49,49
DFL-MAT-J03YEH,50,99,50,49
DFL-MAT-J03YEI,50,95,50,45
DFL-MAT-J03YEJ,50,95,50,45
DFL-MAT-J03YEK,48,93,48,45
DFL-MAT-J03YEL,48,99,48,51
DFL-MAT-J03YEM,50,94,50,44
DFL-MAT-J03YEN,52,96,52,44
DFL-MAT-J03YEO,48,98,48,50
DFL-MAT-J03YEP,46,98,46,52
DFL-MAT-J03YEQ,49,97,49,48
DFL-MAT-J03YER,47,97,47,50
DFL-MAT-J03YES,49,96,49,47
DFL-MAT-J03YET,49,98,49,49
DFL-MAT-J03YEU,50,93,50,43
DFL-MAT-J03YEV,46,95,46,49
DFL-MAT-J03YEW,51,97,51,46
DFL-MAT-J03YEX,47,97,47,50
DFL-MAT-J03YEY,50,97,50,47
DFL-MAT-J03YEZ,46,96,46,50
DFL-MAT-J03YF0,48,96,48,48
DFL-MAT-J03YF1,50,98,50,48
DFL-MAT-J03YF2,49,97,49,48
DFL-MAT-J03YF3,49,97,49,48
DFL-MAT-J03YF4,49,96,49,47
DFL-MAT-J03YF5,49,96,49,47
DFL-MAT-J03YF6,48,95,48,47
DFL-MAT-J03YF7,49,97,49,48
DFL-MAT-J03YF8,49,97,49,48
DFL-MAT-J03YF9,52,100,52,48
DFL-MAT-J03YFA,46,96,46,50
DFL-MAT-J03YFB,47,96,47,49
DFL-MAT-J03YFC,49,95,49,46
DFL-MAT-J03YFD,52,96,52,44
DFL-MAT-J03YFE,48,96,48,48
DFL-MAT-J03YFF,50,94,50,44
DFL-MAT-J03YFG,49,95,49,46
DFL-MAT-J03YFH,47,96,47,49
DFL-MAT-J03YFI,50,100,50,50
DFL-MAT-J03YFJ,48,99,48,51
DFL-MAT-J03YFK,51,98,51,47
DFL-MAT-J03YFL,48,95,48,47
DFL-MAT-J03YFM,49,96,49,47
DFL-MAT-J03YFN,50,96,50,46
DFL-MAT-J03YFO,48,95,48,47
DFL-MAT-J03YFP,48,96,48,48
DFL-MAT-J03YFQ,49,99,49,50
DFL-MAT-J03YFR,50,94,50,44
DFL-MAT-J03YFS,49,96,49,47
DFL-MAT-J03YFT,49,97,49,48
DFL-MAT-J03YFU,50,92,50,42
DFL-MAT-J03YFV,50,94,50,44
DFL-MAT-J03YFW,46,96,46,50
DFL-MAT-J03YFX,54,96,54,42
DFL-MAT-J03YFY,48,97,48,49
DFL-MAT-J03YFZ,48,97,48,49
DFL-MAT-J03YG0,50,97,50,47
DFL-MAT-J03YG1,52,96,52,44
DFL-MAT-J03YG2,51,98,51,47
DFL-MAT-J03YG3,48,94,48,46
DFL-MAT-J03YG4,47,95,47,48
DFL-MAT-J03YG5,51,97,51,46
DFL-MAT-J03YG6,47,96,47,49
DFL-MAT-J03YG7,49,96,49,47
DFL-MAT-J03YG8,47,98,47,51
DFL-MAT-J03YG9,48,96,48,48
DFL-MAT-J03YGA,48,95,48,47
DFL-MAT-J03YGB,50,97,50,47
DFL-MAT-J03YGC,47,96,47,49
DFL-MAT-J03YGD,52,96,52,44
DFL-MAT-J03YGE,47,92,47,45
DFL-MAT-J03YGF,47,92,47,45
DFL-MAT-J03YGG,48,96,48,48
DFL-MAT-J03YGH,48,96,48,48
DFL-MAT-J03YGI,47,99,47,52
DFL-MAT-J03YGJ,51,96,51,45
DFL-MAT-J03YGK,48,95,48,47
DFL-MAT-J03YGL,50,98,50,48
DFL-MAT-J03YGM,51,96,51,45
DFL-MAT-J03YGN,46,97,46,51
DFL-MAT-J03YGO,50,97,50,47
DFL-MAT-J03YGP,50,96,50,46
DFL-MAT-J03YGQ,49,94,49,45
DFL-MAT-J03YGR,50,96,50,46
DFL-MAT-J03YGS,47,93,47,46
DFL-MAT-J03YGT,46,95,46,49
DFL-MAT-J03YGU,51,97,51,46
DFL-MAT-J03YGV,48,97,48,49
DFL-MAT-J03YGW,49,95,49,46
DFL-MAT-J03YGX,52,97,52,45
DFL-MAT-J03YGY,48,97,48,49
DFL-MAT-J03YGZ,48,97,48,49
DFL-MAT-J03YH0,49,97,49,48
DFL-MAT-J03YH1,47,96,47,49
DFL-MAT-J03YH2,48,96,48,48
DFL-MAT-J03YH3,52,96,52,44
DFL-MAT-J03YH4,50,95,50,45
DFL-MAT-J03YH5,49,94,49,45
DFL-MAT-J03YH6,46,95,46,49
DFL-MAT-J03YH7,47,94,47,47
DFL-MAT-J03YH8,48,96,48,48
DFL-MAT-J03YH9,47,95,47,48
DFL-MAT-J03YHA,49,96,49,47
DFL-MAT-J03YHB,48,96,48,48
DFL-MAT-J03YHC,48,94,48,46
DFL-MAT-J03YHD,49,97,49,48
DFL-MAT-J03YHE,52,96,52,44
DFL-MAT-J03YHF,46,96,46,50
DFL-MAT-J03YHG,48,96,48,48
DFL-MAT-J03YHH,52,95,52,43
DFL-MAT-J03YHI,50,94,50,44
DFL-MAT-J03YHJ,49,97,49,48
DFL-MAT-J03YHK,51,97,51,46
DFL-MAT-J03YHL,47,96,47,49
DFL-MAT-J03YHM,47,97,47,50
DFL-MAT-J03YHN,49,95,49,46
DFL-MAT-J03YHO,47,99,47,52
DFL-MAT-J03YHP,47,95,47,48
DFL-MAT-J03YHQ,48,97,48,49
DFL-MAT-J03YHR,50,96,50,46
DFL-MAT-J03YHS,47,94,47,47
DFL-MAT-J03YHT,47,98,47,51
DFL-MAT-J03YHU,47,94,47,47
DFL-MAT-J03YHV,48,96,48,48
DFL-MAT-J03YHW,46,97,46,51
DFL-MAT-J03YHX,48,95,48,47
DFL-MAT-J03YHY,48,96,48,48
DFL-MAT-J03YHZ,47,94,47,47
DFL-MAT-J03YI0,50,97,50,47
DFL-MAT-J03YI1,47,96,47,49
DFL-MAT-J03YI2,48,95,48,47
DFL-MAT-J03YI3,50,96,50,46
DFL-MAT-J03YI4,50,95,50,45
DFL-MAT-J03YI5,50,96,50,46
DFL-MAT-J03YI6,59,95,59,36
DFL-MAT-J03YI7,56,96,56,40
DFL-MAT-J03YI8,54,95,54,41
DFL-MAT-J03YI9,50,97,50,47
DFL-MAT-J03YIA,50,96,50,46
DFL-MAT-J03YIB,48,98,48,50
DFL-MAT-J03YIC,49,97,49,48
DFL-MAT-J03YID,50,96,50,46
DFL-MAT-J03YIE,47,95,47,48
DFL-MAT-J03YIF,47,96,47,49
DFL-MAT-J03YIG,61,94,61,33
DFL-MAT-J03YIH,52,97,52,45
DFL-MAT-J03YII,52,96,52,44
DFL-MAT-J03YIJ,51,99,51,48
DFL-MAT-J03YIK,51,96,51,45
DFL-MAT-J03YIL,49,95,49,46
DFL-MAT-J03YIM,50,95,50,45
DFL-MAT-J03YIN,58,100,58,42
DFL-MAT-J03YIO,50,97,50,47
DFL-MAT-J03YIP,48,97,48,49
DFL-MAT-J03YIQ,46,96,46,50
DFL-MAT-J03YIR,50,96,50,46
DFL-MAT-J03YIS,46,96,46,50
DFL-MAT-J03YIT,48,95,48,47
DFL-MAT-J03YIU,58,95,58,37
DFL-MAT-J03YIV,73,96,73,23
DFL-MAT-J03YIW,47,96,47,49
DFL-MAT-J03YIX,50,93,50,43
DFL-MAT-J03YIY,65,95,65,30
DFL-MAT-J03YIZ,47,98,47,51
DFL-MAT-J03YJ0,48,98,48,50
DFL-MAT-J03YJ1,50,96,50,46
DFL-MAT-J03YJ2,61,95,61,34
DFL-MAT-J03YJ3,50,96,50,46
DFL-MAT-J03YJ4,54,101,54,47
DFL-MAT-J03YJ5,58,100,58,42
DFL-MAT-J03YJ6,52,105,52,53
DFL-MAT-J03YJ7,47,100,47,53
DFL-MAT-J03YJ8,58,95,58,37
DFL-MAT-J03YJ9,59,99,59,40
DFL-MAT-J03YJA,48,96,48,48
DFL-MAT-J03YJB,71,99,71,28
DFL-MAT-J03YJC,47,95,47,48
DFL-MAT-J03YJD,48,97,48,49
DFL-MAT-J03YJE,49,96,49,47
DFL-MAT-J03YJF,48,95,48,47
DFL-MAT-J03YJG,50,102,50,52
DFL-MAT-J03YJH,52,97,52,45
DFL-MAT-J03YJI,49,99,49,50
DFL-MAT-J03YJJ,49,95,49,46
DFL-MAT-J03YJK,49,96,49,47
DFL-MAT-J03YJL,51,97,51,46
DFL-MAT-J03YJM,47,95,47,48
DFL-MAT-J03YJN,47,98,47,51
DFL-MAT-J03YJO,48,95,48,47
DFL-MAT-J03YJP,49,93,49,44
DFL-MAT-J03YJQ,46,98,46,52
DFL-MAT-J03YJR,50,96,50,46
DFL-MAT-J03YJS,48,98,48,50
DFL-MAT-J03YJT,50,91,50,41
DFL-MAT-J03YJU,53,94,53,41
DFL-MAT-J03YJV,49,95,49,46
DFL-MAT-J03YJW,47,91,47,44
DFL-MAT-J03YJX,49,95,49,46
DFL-MAT-J03YJY,48,96,48,48
DFL-MAT-J03YJZ,48,96,48,48
DFL-MAT-J03YK0,50,96,50,46
DFL-MAT-J03YK1,47,96,47,49
DFL-MAT-J03YK2,49,95,49,46
DFL-MAT-J03YK3,47,97,47,50
DFL-MAT-J03YK4,48,100,48,52
DFL-MAT-J03YK5,47,95,47,48
DFL-MAT-J03YK6,49,94,49,45
DFL-MAT-J03YK7,52,97,52,45
DFL-MAT-J03YK8,49,93,49,44
DFL-MAT-J03YK9,49,94,49,45
DFL-MAT-J03YKA,49,96,49,47
DFL-MAT-J03YKB,48,99,48,51
DFL-MAT-J03YKC,49,96,49,47
DFL-MAT-J03YKD,49,97,49,48
DFL-MAT-J03YKE,48,97,48,49
DFL-MAT-J03YKF,46,98,46,52
DFL-MAT-J03YKG,48,94,48,46
DFL-MAT-J03YKH,50,95,50,45
DFL-MAT-J03YKI,48,95,48,47
DFL-MAT-J03YKJ,49,96,49,47
DFL-MAT-J03YKK,50,99,50,49
DFL-MAT-J03YKL,51,100,51,49
DFL-MAT-J03YKM,53,98,53,45
DFL-MAT-J03YKN,54,96,54,42
DFL-MAT-J03YKO,48,99,48,51
DFL-MAT-J03YKP,47,97,47,50
DFL-MAT-J03YKQ,49,95,49,46
DFL-MAT-J03YKR,47,96,47,49
DFL-MAT-J03YKS,49,93,49,44
DFL-MAT-J03YKT,47,96,47,49
DFL-MAT-J03YKU,47,95,47,48
DFL-MAT-J03YKV,49,96,49,47
DFL-MAT-J03YKW,49,90,49,41
DFL-MAT-J03YKX,46,93,46,47
DFL-MAT-J03YKY,50,98,50,48
DFL-MAT-J03YKZ,47,96,47,49
DFL-MAT-J03YL0,47,96,47,49
DFL-MAT-J03YL1,52,94,52,42
DFL-MAT-J03YL2,49,97,49,48
DFL-MAT-J03YL3,49,99,49,50
DFL-MAT-J03YL4,48,93,48,45
DFL-MAT-J03YL5,49,94,49,45
DFL-MAT-J03YL6,47,97,47,50
DFL-MAT-J03YL7,50,98,50,48
DFL-MAT-J03YL8,49,96,49,47
DFL-MAT-J03YL9,48,96,48,48
DFL-MAT-J03YLA,48,101,48,53
DFL-MAT-J03YLB,49,100,49,51
DFL-MAT-J03YLC,49,96,49,47
DFL-MAT-J03YLD,51,94,51,43
DFL-MAT-J03YLE,48,100,48,52
DFL-MAT-J03YLF,47,98,47,51
DFL-MAT-J03YLG,50,104,50,54
DFL-MAT-J03YLH,46,94,46,48
DFL-MAT-J03YLI,52,96,52,44
DFL-MAT-J03YLJ,48,96,48,48
DFL-MAT-J03YLK,47,96,47,49
DFL-MAT-J03YLL,48,93,48,45
DFL-MAT-J03YLM,48,96,48,48
DFL-MAT-J03YLN,46,95,46,49
DFL-MAT-J03YLO,49,95,49,46
DFL-MAT-J03YLP,47,93,47,46
DFL-MAT-J03YLQ,47,96,47,49
DFL-MAT-J03YLR,47,95,47,48
DFL-MAT-J03YLS,51,95,51,44
DFL-MAT-J03YLT,46,94,46,48
DFL-MAT-J03YLU,46,94,46,48
DFL-MAT-J03YLV,50,96,50,46
DFL-MAT-J03YLW,48,96,48,48
DFL-MAT-J03YLX,47,94,47,47
DFL-MAT-J03YLY,48,95,48,47
DFL-MAT-J03YLZ,51,97,51,46
DFL-MAT-J03YM0,47,95,47,48
DFL-MAT-J03YM1,48,95,48,47
DFL-MAT-J03YM2,50,93,50,43
DFL-MAT-J03YM3,47,91,47,44
DFL-MAT-J03YM4,48,99,48,51
DFL-MAT-J03YM5,48,94,48,46
DFL-MAT-J03YM6,49,104,49,55
DFL-MAT-J03YM7,49,97,49,48
DFL-MAT-J03YM8,48,95,48,47
DFL-MAT-J03YM9,48,97,48,49
DFL-MAT-J03YMA,47,93,47,46
DFL-MAT-J03YMB,48,95,48,47
DFL-MAT-J03YMC,48,100,48,52
DFL-MAT-J03YMD,48,96,48,48
DFL-MAT-J03YME,48,97,48,49
DFL-MAT-J03YMF,51,95,51,44
DFL-MAT-J03YMG,49,93,49,44
DFL-MAT-J03YMH,49,95,49,46
DFL-MAT-J03YMI,48,97,48,49
DFL-MAT-J03YMJ,49,96,49,47
DFL-MAT-J03YMK,46,98,46,52
DFL-MAT-J03YML,49,94,49,45
DFL-MAT-J03YMM,47,96,47,49
DFL-MAT-J03YMN,47,96,47,49
DFL-MAT-J03YMO,48,95,48,47
DFL-MAT-J03YMP,48,96,48,48
DFL-MAT-J03YMQ,47,97,47,50
DFL-MAT-J03YMR,47,95,47,48
DFL-MAT-J03YMS,50,102,50,52
DFL-MAT-J03YMT,48,104,48,56
DFL-MAT-J03YMU,52,95,52,43
DFL-MAT-J03YMV,51,98,51,47
DFL-MAT-J03YMW,48,95,48,47
DFL-MAT-J03YMX,51,97,51,46
DFL-MAT-J03YMY,50,96,50,46
DFL-MAT-J03YMZ,51,101,51,50
DFL-MAT-J03YN0,51,98,51,47
DFL-MAT-J03YN1,50,101,50,51
DFL-MAT-J03YN2,49,98,49,49
DFL-MAT-J03YN3,49,97,49,48
DFL-MAT-J03YN4,49,93,49,44
DFL-MAT-J03YN5,46,96,46,50
DFL-MAT-J03YN6,48,100,48,52
DFL-MAT-J03YN7,50,96,50,46
DFL-MAT-J03YN8,48,96,48,48
DFL-MAT-J03YN9,49,99,49,50
DFL-MAT-J03YNA,49,97,49,48
DFL-MAT-J03YNB,49,96,49,47
DFL-MAT-J03YNC,51,95,51,44
DFL-MAT-J03YND,49,95,49,46
DFL-MAT-J03YNE,50,97,50,47
DFL-MAT-J03YNF,47,98,47,51
DFL-MAT-J03YNG,52,95,52,43
DFL-MAT-J03YNH,49,96,49,47
DFL-MAT-J03YNI,46,102,46,56
DFL-MAT-J03YNJ,47,97,47,50
DFL-MAT-J03YNK,53,97,53,44
DFL-MAT-J03YNL,54,98,54,44
DFL-MAT-J03YNM,52,95,52,43
DFL-MAT-J03YNN,50,96,50,46
DFL-MAT-J03YNO,50,97,50,47
DFL-MAT-J03YNP,50,97,50,47
DFL-MAT-J03YNQ,50,94,50,44
DFL-MAT-J03YNR,48,97,48,49
DFL-MAT-J03YNS,50,97,50,47
DFL-MAT-J03YNT,51,97,51,46
DFL-MAT-J03YNU,49,96,49,47
DFL-MAT-J03YNV,48,94,48,46
DFL-MAT-J03YNW,49,101,49,52
DFL-MAT-J03YNX,49,98,49,49
DFL-MAT-J03YNY,49,96,49,47
DFL-MAT-J03YNZ,52,97,52,45
DFL-MAT-J03YO0,48,96,48,48
DFL-MAT-J03YO1,50,98,50,48
DFL-MAT-J03YO2,48,99,48,51
DFL-MAT-J03YO3,49,96,49,47
DFL-MAT-J03YO4,46,97,46,51
DFL-MAT-J03YO5,47,100,47,53
DFL-MAT-J03YO6,48,94,48,46
DFL-MAT-J03YO7,49,96,49,47
DFL-MAT-J03YO8,47,95,47,48
DFL-MAT-J03YO9,48,98,48,50
DFL-MAT-J03YOA,51,95,51,44
DFL-MAT-J03YOB,51,99,51,48
DFL-MAT-J03YOC,47,97,47,50
DFL-MAT-J03YOD,48,98,48,50
DFL-MAT-J03YOE,47,96,47,49
DFL-MAT-J03YOF,47,95,47,48
DFL-MAT-J03YOG,52,101,52,49
DFL-MAT-J03YOH,49,98,49,49
DFL-MAT-J03YOI,51,95,51,44
DFL-MAT-J03YOJ,48,96,48,48
DFL-MAT-J03YOK,48,99,48,51
DFL-MAT-J03YOL,56,96,56,40
DFL-MAT-J03YOM,52,97,52,45
DFL-MAT-J03YON,50,95,50,45
DFL-MAT-J03YOO,51,95,51,44
DFL-MAT-J03YOP,48,96,48,48
DFL-MAT-J03YOQ,49,97,49,48
DFL-MAT-J03YOR,51,98,51,47
DFL-MAT-J03YOS,51,96,51,45
DFL-MAT-J03YOT,48,97,48,49
DFL-MAT-J03YOU,48,97,48,49
DFL-MAT-J03YOV,49,97,49,48
DFL-MAT-J03YOW,48,96,48,48
DFL-MAT-J03YOX,46,97,46,51
DFL-MAT-J03YOY,48,96,48,48
DFL-MAT-J03YOZ,47,100,47,53
DFL-MAT-J03YP0,50,95,50,45
DFL-MAT-J03YP1,48,100,48,52
DFL-MAT-J03YP2,48,96,48,48
DFL-MAT-J03YP3,51,95,51,44
DFL-MAT-J03YP4,52,96,52,44
DFL-MAT-J03YP5,48,95,48,47
DFL-MAT-J03YP6,48,100,48,52
DFL-MAT-J03YP7,50,97,50,47
DFL-MAT-J03YP8,47,98,47,51
DFL-MAT-J03YP9,49,98,49,49
DFL-MAT-J03YPA,47,95,47,48
DFL-MAT-J03YPB,47,96,47,49
DFL-MAT-J03YPC,50,99,50,49
DFL-MAT-J03YPD,50,96,50,46
DFL-MAT-J03YPE,48,99,48,51
DFL-MAT-J03YPF,47,98,47,51
DFL-MAT-J03YPG,48,97,48,49
DFL-MAT-J03YPH,47,97,47,50
DFL-MAT-J03YPI,46,98,46,52
DFL-MAT-J03YPJ,53,103,53,50
DFL-MAT-J03YPK,48,96,48,48
DFL-MAT-J03YPL,52,99,52,47
DFL-MAT-J03YPM,50,98,50,48
DFL-MAT-J03YPN,48,95,48,47
DFL-MAT-J03YPO,49,94,49,45
DFL-MAT-J03YPP,48,96,48,48
DFL-MAT-J03YPQ,47,94,47,47
DFL-MAT-J03YPR,53,98,53,45
DFL-MAT-J03YPS,50,93,50,43
DFL-MAT-J03YPT,47,95,47,48
DFL-MAT-J03YPU,47,96,47,49
DFL-MAT-J03YPV,50,94,50,44
DFL-MAT-J03YPW,48,100,48,52
DFL-MAT-J03YPX,49,96,49,47
DFL-MAT-J03YPY,48,97,48,49
DFL-MAT-J03YPZ,48,99,48,51
DFL-MAT-J03YQ0,49,95,49,46
DFL-MAT-J03YQ1,49,92,49,43
DFL-MAT-J03YQ2,49,96,49,47
DFL-MAT-J03YQ3,47,101,47,54
DFL-MAT-J03YQ4,50,97,50,47
DFL-MAT-J03YQ5,48,96,48,48
DFL-MAT-J03YQ6,46,94,46,48
DFL-MAT-J03YQ7,49,96,49,47
DFL-MAT-J03YQ8,54,95,54,41
DFL-MAT-J03YQ9,50,99,50,49
DFL-MAT-J03YQA,47,96,47,49
DFL-MAT-J03YQB,48,94,48,46
DFL-MAT-J03YQC,49,94,49,45
DFL-MAT-J03YQD,46,97,46,51
DFL-MAT-J03YQE,47,96,47,49
DFL-MAT-J03YQF,47,98,47,51
DFL-MAT-J03YQG,48,96,48,48
DFL-MAT-J03YQH,55,98,55,43
DFL-MAT-J03YQI,48,97,48,49
DFL-MAT-J03YQJ,51,99,51,48
DFL-MAT-J03YQK,49,99,49,50
DFL-MAT-J03YQL,50,96,50,46
DFL-MAT-J03YQM,49,97,49,48
DFL-MAT-J03YQN,50,94,50,44
DFL-MAT-J03YQO,52,95,52,43
DFL-MAT-J03YQP,49,98,49,49
DFL-MAT-J03YQQ,47,98,47,51
DFL-MAT-J03YQR,47,95,47,48
DFL-MAT-J03YQS,47,93,47,46
DFL-MAT-J03YQT,47,97,47,50
DFL-MAT-J03YQU,51,96,51,45
DFL-MAT-J03YQV,48,95,48,47
DFL-MAT-J03YQW,51,95,51,44
DFL-MAT-J03YQX,52,92,52,40
DFL-MAT-J03YQY,51,95,51,44
DFL-MAT-J03YQZ,47,97,47,50
DFL-MAT-J03YR0,50,97,50,47
DFL-MAT-J03YR1,49,96,49,47
DFL-MAT-J03YR2,47,96,47,49
DFL-MAT-J03YR3,48,95,48,47
DFL-MAT-J03YR4,50,115,50,65
DFL-MAT-J03YR5,51,96,51,45
DFL-MAT-J03YR6,49,99,49,50
DFL-MAT-J03YR7,49,96,49,47
DFL-MAT-J03YR8,57,98,57,41
DFL-MAT-J03YR9,49,98,49,49
DFL-MAT-J03YRA,49,99,49,50
DFL-MAT-J03YRB,53,97,53,44
DFL-MAT-J03YRC,49,109,49,60
DFL-MAT-J03YRD,49,96,49,47
DFL-MAT-J03YRE,47,97,47,50
DFL-MAT-J03YRF,53,95,53,42
DFL-MAT-J03YRG,47,95,47,48
DFL-MAT-J03YRH,51,103,51,52
DFL-MAT-J03YRI,48,95,48,47
DFL-MAT-J03YRJ,57,101,57,44
DFL-MAT-J03YRK,48,100,48,52
DFL-MAT-J03YRL,47,97,47,50
DFL-MAT-J03YRM,50,97,50,47
DFL-MAT-J03YRN,47,95,47,48
DFL-MAT-J03YRO,48,102,48,54
DFL-MAT-J03YRP,47,97,47,50
DFL-MAT-J03YRQ,47,101,47,54
DFL-MAT-J03YRR,52,98,52,46
DFL-MAT-J03YRS,66,95,66,29
DFL-MAT-J03YRT,52,95,52,43
DFL-MAT-J03YRU,46,96,46,50
DFL-MAT-J03YRV,47,95,47,48
DFL-MAT-J03YRW,48,96,48,48
DFL-MAT-J03YRX,47,95,47,48
DFL-MAT-J03YRY,51,93,51,42
DFL-MAT-J03YRZ,48,96,48,48
DFL-MAT-J03YS0,48,96,48,48
DFL-MAT-J03YS1,51,96,51,45
DFL-MAT-J03YS2,47,97,47,50
DFL-MAT-J03YS3,51,99,51,48
DFL-MAT-J03YS4,48,101,48,53
DFL-MAT-J03YS5,51,96,51,45
DFL-MAT-J03YS6,46,99,46,53
DFL-MAT-J03YS7,51,96,51,45
DFL-MAT-J03YS8,48,95,48,47
DFL-MAT-J03YS9,53,93,53,40
DFL-MAT-J03YSA,50,96,50,46
DFL-MAT-J03YSB,49,95,49,46
DFL-MAT-J03YSC,51,99,51,48
DFL-MAT-J03YSD,49,97,49,48
DFL-MAT-J03YSE,48,95,48,47
DFL-MAT-J03YSF,46,95,46,49
DFL-MAT-J03YSG,47,97,47,50
DFL-MAT-J03YSH,47,95,47,48
DFL-MAT-J03YSI,52,95,52,43
DFL-MAT-J03YSJ,47,96,47,49
DFL-MAT-J03YSK,48,94,48,46
DFL-MAT-J03YSL,49,93,49,44
DFL-MAT-J03YSM,47,95,47,48
DFL-MAT-J03YSN,46,96,46,50
DFL-MAT-J03YSO,50,94,50,44
DFL-MAT-J03YSP,48,97,48,49
DFL-MAT-J03YSQ,48,95,48,47
DFL-MAT-J03YSR,46,94,46,48
DFL-MAT-J03YSS,47,96,47,49
DFL-MAT-J03YST,51,96,51,45
DFL-MAT-J03YSU,50,97,50,47
DFL-MAT-J03YSV,50,97,50,47
DFL-MAT-J03YSW,50,95,50,45
DFL-MAT-J03YSX,48,95,48,47
DFL-MAT-J03YSY,48,96,48,48
DFL-MAT-J03YSZ,48,95,48,47
DFL-MAT-J03YT0,48,96,48,48
DFL-MAT-J03YT1,48,95,48,47
DFL-MAT-J03YT2,48,99,48,51
DFL-MAT-J03YT3,47,96,47,49
DFL-MAT-J03YT4,50,94,50,44
DFL-MAT-J03YT5,47,98,47,51
DFL-MAT-J03YT6,49,96,49,47
DFL-MAT-J03YT7,48,98,48,50
DFL-MAT-J03YT8,48,95,48,47
DFL-MAT-J03YT9,48,92,48,44
DFL-MAT-J03YTA,47,94,47,47
DFL-MAT-J03YTB,46,95,46,49
DFL-MAT-J03YTC,48,96,48,48
DFL-MAT-J03YTD,48,95,48,47
DFL-MAT-J03YTE,49,96,49,47
DFL-MAT-J03YTF,50,95,50,45
DFL-MAT-J03YTG,50,95,50,45
DFL-MAT-J03YTH,53,97,53,44
DFL-MAT-J03YTI,48,97,48,49
DFL-MAT-J03YTJ,50,96,50,46
DFL-MAT-J03YTK,50,94,50,44
DFL-MAT-J03YTL,51,97,51,46
DFL-MAT-J03YTM,48,95,48,47
DFL-MAT-J03YTN,48,95,48,47
DFL-MAT-J03YTO,48,95,48,47
DFL-MAT-J03YTP,48,94,48,46
DFL-MAT-J03YTQ,48,97,48,49
DFL-MAT-J03YTR,50,103,50,53
DFL-MAT-J03YTS,47,94,47,47
DFL-MAT-J03YTT,50,95,50,45
DFL-MAT-J03YTU,46,98,46,52
DFL-MAT-J03YTV,48,95,48,47
DFL-MAT-J03YTW,48,97,48,49
DFL-MAT-J03YTX,46,98,46,52
DFL-MAT-J03YTY,50,95,50,45
DFL-MAT-J03YTZ,49,95,49,46
DFL-MAT-J03YU0,47,95,47,48
DFL-MAT-J03YU1,49,94,49,45
DFL-MAT-J03YU2,52,97,52,45
DFL-MAT-J03YU3,50,98,50,48
DFL-MAT-J03YU4,52,95,52,43
DFL-MAT-J03YU5,48,96,48,48
DFL-MAT-J03YU6,48,96,48,48
DFL-MAT-J03YU7,50,97,50,47
DFL-MAT-J03YU8,51,97,51,46
DFL-MAT-J03YU9,48,94,48,46
DFL-MAT-J03YUA,48,95,48,47
DFL-MAT-J03YUB,50,96,50,46
DFL-MAT-J03YUC,51,97,51,46
DFL-MAT-J03YUD,49,95,49,46
DFL-MAT-J03YUE,47,92,47,45
DFL-MAT-J03YUF,48,95,48,47
DFL-MAT-J03YUG,48,98,48,50
DFL-MAT-J03YUH,49,97,49,48
DFL-MAT-J03YUI,49,95,49,46
DFL-MAT-J03YUJ,48,93,48,45
DFL-MAT-J03YUK,47,98,47,51
DFL-MAT-J03YUL,47,96,47,49
DFL-MAT-J03YUM,48,96,48,48
DFL-MAT-J03YUN,47,95,47,48
DFL-MAT-J03YUO,48,94,48,46
DFL-MAT-J03YUP,48,96,48,48
DFL-MAT-J03YUQ,48,97,48,49
DFL-MAT-J03YUR,46,95,46,49
DFL-MAT-J03YUS,46,95,46,49
DFL-MAT-J03YUT,48,96,48,48
DFL-MAT-J04034,50,104,50,54
DFL-MAT-J04035,49,97,49,48
DFL-MAT-J04036,48,94,48,46
DFL-MAT-J04037,50,96,50,46
DFL-MAT-J04038,49,97,49,48
DFL-MAT-J04039,48,96,48,48
DFL-MAT-J0403A,49,96,49,47
DFL-MAT-J0403B,49,98,49,49
DFL-MAT-J0403C,46,94,46,48
DFL-MAT-J0403D,53,99,53,46
DFL-MAT-J0403E,49,98,49,49
DFL-MAT-J0403F,49,97,49,48
DFL-MAT-J0403G,48,97,48,49
DFL-MAT-J0403H,52,94,52,42
DFL-MAT-J0403I,47,96,47,49
DFL-MAT-J0403J,48,95,48,47
DFL-MAT-J0403K,47,95,47,48
DFL-MAT-J0403L,49,100,49,51
DFL-MAT-J0403M,46,95,46,49
DFL-MAT-J0403N,47,97,47,50
DFL-MAT-J0403O,50,96,50,46
DFL-MAT-J0403P,49,95,49,46
DFL-MAT-J0403Q,48,97,48,49
DFL-MAT-J0403R,48,98,48,50
DFL-MAT-J0403S,49,97,49,48
DFL-MAT-J0403T,48,94,48,46
DFL-MAT-J0403U,47,95,47,48
DFL-MAT-J0403V,50,98,50,48
DFL-MAT-J0403W,49,94,49,45
DFL-MAT-J0403X,47,95,47,48
DFL-MAT-J0403Y,49,93,49,44
DFL-MAT-J0403Z,47,93,47,46
DFL-MAT-J04040,48,103,48,55
DFL-MAT-J04041,49,95,49,46
DFL-MAT-J04042,49,95,49,46
DFL-MAT-J04043,47,94,47,47
DFL-MAT-J04044,46,97,46,51
