match_id,team_id,status
DFL-MAT-J03WFC,DFL-CLU-000004,missing_in_files
DFL-MAT-J03WH5,DFL-CLU-00000E,missing_in_files
DFL-MAT-J03WHW,DFL-CLU-000010,missing_in_files
DFL-MAT-J03WI7,DFL-CLU-000004,missing_in_files
DFL-MAT-J03WJ3,DFL-CLU-00000A,missing_in_files
DFL-MAT-J03YEE,DFL-CLU-000016,missing_in_files
DFL-MAT-J03YHO,DFL-CLU-000004,missing_in_files
DFL-MAT-J0404F,DFL-CLU-00000F,missing_in_files
DFL-MAT-J0406B,DFL-CLU-00000E,missing_in_files
DFL-MAT-J040A4,DFL-CLU-00000V,missing_in_files
